Iteration	Posterior	Likelihood	Prior	anagenetic_dispersal_21	anagenetic_dispersal_31	anagenetic_dispersal_54	anagenetic_dispersal_64	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	hidden_rate_1	hidden_rate_2	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	root_frequencies[5]	root_frequencies[6]	speciation_allopatry	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	speciation_rates[6]	speciation_rates[7]	speciation_rates[8]	speciation_rates[9]	speciation_rates[10]	speciation_rates[11]	speciation_rates[12]	speciation_rates[13]	speciation_rates[14]	speciation_rates[15]	speciation_rates[16]	speciation_wide_sympatry	total_extinction	total_speciation
402225	-5783.661	-5787.629	3.96785	0.01634298	0.0731905	0.1422991	0.0589345	0	0.0299402	0.0384052	0	0.533917	0.0686379	0.02320552	3.548519	0.0117114	0.191407	0.0861286	0.00315445	0.275828	0.431771	0.07248274	0.197268	0.197268	0.197268	0.197268	0.197268	0.197268	0.0362414	0.0362414	0.197268	0.197268	0.197268	0.197268	0.197268	0.197268	0.0362414	0.0362414	0.394536	0.6709003	2.512182
402300	-5781.258	-5785.838	4.580157	0.01378841	0.08356634	0.1368603	0.2759789	0	0.0264098	0.060018	0	0.137754	0.333951	0.007629374	1.506342	0.00056137	0.00234227	0.25437	0.244266	0.046962	0.451498	0.1272288	0.195264	0.195264	0.195264	0.195264	0.195264	0.195264	0.0636144	0.0636144	0.195264	0.195264	0.195264	0.195264	0.195264	0.195264	0.0636144	0.0636144	0.390529	0.5581324	2.597631
402375	-5784.749	-5784.411	-0.3381917	0.008047131	0.09528488	0.3558457	0.1126479	0	0.0463402	0.0373866	0	0.165787	0.583176	0.007629374	3.473618	0.069819	0.0138407	0.115859	0.462849	0.24043	0.0972018	0.09403154	0.205241	0.205241	0.205241	0.205241	0.205241	0.205241	0.0470158	0.0470158	0.205241	0.205241	0.205241	0.205241	0.205241	0.205241	0.0470158	0.0470158	0.4104813	0.832689	2.650951
402450	-5798.865	-5791.947	-6.918387	0.01277109	0.08257403	0.1127952	5.002452	0	0.0700935	0.0351648	0	0.218272	0.81501	0.04652559	5.770586	0.0691113	0.00203598	0.203194	0.485031	0.101115	0.139513	0.1763825	0.217378	0.217378	0.217378	0.217378	0.217378	0.217378	0.0881912	0.0881912	0.217378	0.217378	0.217378	0.217378	0.217378	0.217378	0.0881912	0.0881912	0.4347565	1.138541	2.961304
402525	-5790.485	-5784.163	-6.32165	0.01316847	0.0530867	1.643626	2.480186	0	0.0304301	0.0297876	0	0.284053	0.721703	0.007420109	1.148499	0.0277078	0.000880596	0.348978	0.197294	0.0143847	0.410755	0.1065938	0.192527	0.192527	0.192527	0.192527	0.192527	0.192527	0.0532969	0.0532969	0.192527	0.192527	0.192527	0.192527	0.192527	0.192527	0.0532969	0.0532969	0.3850531	1.065973	2.523506
402600	-5784.21	-5786.018	1.808239	0.01560044	0.08799629	0.1173745	0.5442265	0	0.0257397	0.031956	0	0.250398	0.275918	0.004123814	1.375142	0.26893	0.00362314	0.300346	0.074428	0.0847252	0.267947	0.08457857	0.195075	0.195075	0.195075	0.195075	0.195075	0.195075	0.0422893	0.0422893	0.195075	0.195075	0.195075	0.195075	0.195075	0.195075	0.0422893	0.0422893	0.3901504	0.5840113	2.51006
402675	-5785.162	-5789.329	4.166798	0.015309	0.0842355	0.1380887	0.1004781	0	0.0582566	0.0406146	0	0.343825	0.375358	0.01446097	2.662208	0.0277472	0.000768909	0.462214	0.182585	0.0598253	0.26686	0.1723941	0.203524	0.203524	0.203524	0.203524	0.203524	0.203524	0.0861971	0.0861971	0.203524	0.203524	0.203524	0.203524	0.203524	0.203524	0.0861971	0.0861971	0.4070484	0.818054	2.787079
402750	-5786.914	-5785.793	-1.121327	0.0115413	0.08954074	0.6961216	0.116722	0	0.0184231	0.0541166	0	0.851395	0.196903	0.01287831	3.194679	0.0637249	0.00201652	0.145756	0.123798	0.43059	0.234115	0.1890202	0.187594	0.187594	0.187594	0.187594	0.187594	0.187594	0.0945101	0.0945101	0.187594	0.187594	0.187594	0.187594	0.187594	0.187594	0.0945101	0.0945101	0.375188	1.120838	2.629168
402825	-5790.484	-5788.164	-2.31982	0.0146279	0.1017035	0.2472385	0.3481918	0	0.0209631	0.0165181	0	0.56999	2.33487	0.008186864	0.9035198	0.15252	0.00968712	0.0536114	0.257887	0.260677	0.265617	0.1221118	0.193572	0.193572	0.193572	0.193572	0.193572	0.193572	0.0610559	0.0610559	0.193572	0.193572	0.193572	0.193572	0.193572	0.193572	0.0610559	0.0610559	0.3871444	2.942345	2.56709
402900	-5785.614	-5787.251	1.636815	0.01708572	0.09155359	0.2842684	0.4968743	0	0.0363178	0.0467096	0	0.693691	0.217327	0.01046056	2.252335	0.236443	0.0201255	0.0791903	0.371539	0.127742	0.16496	0.1204632	0.197163	0.197163	0.197163	0.197163	0.197163	0.197163	0.0602316	0.0602316	0.197163	0.197163	0.197163	0.197163	0.197163	0.197163	0.0602316	0.0602316	0.3943268	0.9940462	2.606887
402975	-5792.576	-5783.487	-9.089529	0.004343598	0.07857789	4.890509	1.36	0	0.0352968	0.0205484	0	0.0244065	0.201687	0.01106305	1.342617	0.113881	0.119984	0.23649	0.0930176	0.144327	0.2923	0.1612977	0.190289	0.190289	0.190289	0.190289	0.190289	0.190289	0.0806488	0.0806488	0.190289	0.190289	0.190289	0.190289	0.190289	0.190289	0.0806488	0.0806488	0.3805777	0.2819388	2.606062
403050	-5783.426	-5786.361	2.935278	0.009750619	0.08466021	0.1689813	0.1166108	0	0.0362196	0.0285449	0	0.924024	0.241466	0.005844154	0.6687569	0.0458628	0.291851	0.231043	0.390448	0.0130557	0.0277396	0.1854483	0.196877	0.196877	0.196877	0.196877	0.196877	0.196877	0.0927242	0.0927242	0.196877	0.196877	0.196877	0.196877	0.196877	0.196877	0.0927242	0.0927242	0.3937543	1.230254	2.733422
403125	-5787.859	-5788.42	0.5612285	0.01324019	0.1061734	0.1212726	0.1652958	0	0.0374949	0.0454442	0	0.29963	0.303596	0.03124292	7.892583	0.227147	0.266207	0.371404	0.0178181	0.0375789	0.0798446	0.2385259	0.19755	0.19755	0.19755	0.19755	0.19755	0.19755	0.119263	0.119263	0.19755	0.19755	0.19755	0.19755	0.19755	0.19755	0.119263	0.119263	0.3950997	0.6861648	2.84765
403200	-5789.076	-5785.937	-3.139022	0.01088967	0.08665117	0.4479302	1.668846	0	0.0495015	0.0963601	0	0.222179	0.587239	0.007228907	2.492708	0.229341	0.180017	0.014307	0.361368	0.101917	0.113051	0.06418933	0.19698	0.19698	0.19698	0.19698	0.19698	0.19698	0.0320947	0.0320947	0.19698	0.19698	0.19698	0.19698	0.19698	0.19698	0.0320947	0.0320947	0.3939593	0.95528	2.492135
403275	-5783.866	-5787.989	4.122901	0.0116149	0.0781574	0.3185288	0.2110232	0	0.0476614	0.0779508	0	0.133127	0.838588	0.008428671	0.9536397	0.0779954	0.413441	0.0863298	0.17164	0.184264	0.06633	0.06573609	0.204517	0.204517	0.204517	0.204517	0.204517	0.204517	0.032868	0.032868	0.204517	0.204517	0.204517	0.204517	0.204517	0.204517	0.032868	0.032868	0.4090332	1.097327	2.585671
403350	-5784.801	-5784.889	0.08827205	0.01216136	0.07332259	0.1140763	0.2109119	0	0.0372602	0.0471014	0	0.353658	0.0665209	0.00712877	5.554229	0.0462221	0.137462	0.0570051	0.0651789	0.240742	0.453389	0.1644944	0.186392	0.186392	0.186392	0.186392	0.186392	0.186392	0.0822472	0.0822472	0.186392	0.186392	0.186392	0.186392	0.186392	0.186392	0.0822472	0.0822472	0.3727834	0.5045406	2.565689
403425	-5790.31	-5787.121	-3.188968	0.01115042	0.05775528	1.502536	0.9380817	0	0.0344072	0.0511186	0	0.174147	0.583189	0.007496471	1.452807	0.0061778	0.207448	0.19891	0.245193	0.260129	0.0821412	0.03024866	0.181953	0.181953	0.181953	0.181953	0.181953	0.181953	0.0151243	0.0151243	0.181953	0.181953	0.181953	0.181953	0.181953	0.181953	0.0151243	0.0151243	0.3639065	0.8428613	2.243937
403500	-5790.382	-5785.87	-4.511864	0.01014057	0.0695092	2.757359	0.4045132	0	0.0474657	0.0556062	0	0.139732	1.14632	0.008444728	1.642584	0.29317	0.31262	0.150749	0.0747841	0.0561204	0.112556	0.1447889	0.204846	0.204846	0.204846	0.204846	0.204846	0.204846	0.0723945	0.0723945	0.204846	0.204846	0.204846	0.204846	0.204846	0.204846	0.0723945	0.0723945	0.4096915	1.389126	2.747727
403575	-5785.158	-5785.751	0.5930559	0.0158257	0.05393393	0.4628022	1.231249	0	0.028747	0.0523924	0	0.24102	0.191624	0.008959896	1.852242	0.091057	0.0914653	0.180643	0.00866852	0.431923	0.196243	0.06676585	0.195372	0.195372	0.195372	0.195372	0.195372	0.195372	0.0333829	0.0333829	0.195372	0.195372	0.195372	0.195372	0.195372	0.195372	0.0333829	0.0333829	0.3907443	0.5137841	2.477997
403650	-5786.871	-5791.231	4.359056	0.01431374	0.0843642	0.1863507	0.1815932	0	0.0302727	0.0619415	0	0.447597	1.04981	0.01172295	0.7156992	0.234541	0.235603	0.0639622	0.00266851	0.103065	0.36016	0.04965885	0.187917	0.187917	0.187917	0.187917	0.187917	0.187917	0.0248294	0.0248294	0.187917	0.187917	0.187917	0.187917	0.187917	0.187917	0.0248294	0.0248294	0.3758348	1.589625	2.354327
403725	-5784.989	-5783.324	-1.664797	0.008248498	0.06406912	1.494926	1.508948	0	0.0421294	0.0667013	0	0.129677	0.0720587	0.01145342	1.601216	0.0864272	0.0367154	0.143933	0.0653011	0.302542	0.365081	0.07369374	0.189778	0.189778	0.189778	0.189778	0.189778	0.189778	0.0368469	0.0368469	0.189778	0.189778	0.189778	0.189778	0.189778	0.189778	0.0368469	0.0368469	0.3795569	0.3105664	2.424729
403800	-5785.93	-5787.837	1.906721	0.01060668	0.1080895	0.7463457	0.2474776	0	0.042912	0.0567421	0	0.110173	0.189	0.002853726	0.7167727	0.0230258	0.0709433	0.0629521	0.065496	0.0870082	0.690575	0.1362581	0.208728	0.208728	0.208728	0.208728	0.208728	0.208728	0.0681291	0.0681291	0.208728	0.208728	0.208728	0.208728	0.208728	0.208728	0.0681291	0.0681291	0.4174555	0.3988266	2.777249
403875	-5784.711	-5785.153	0.4411991	0.01418256	0.07231465	0.8354592	0.1121506	0	0.0377297	0.0557755	0	0.455821	0.124276	0.00690156	2.837495	0.114149	0.036781	0.2222	0.181006	0.0683949	0.377469	0.0787297	0.204594	0.204594	0.204594	0.204594	0.204594	0.204594	0.0393648	0.0393648	0.204594	0.204594	0.204594	0.204594	0.204594	0.204594	0.0393648	0.0393648	0.4091878	0.6736029	2.612586
403950	-5790.774	-5786.05	-4.723986	0.01261225	0.03384362	4.9298	1.472574	0	0.0389986	0.075841	0	0.0664353	0.0791771	0.01423011	1.537669	0.00614295	0.193197	0.0339011	0.326909	0.34289	0.0969596	0.1389174	0.189245	0.189245	0.189245	0.189245	0.189245	0.189245	0.0694587	0.0694587	0.189245	0.189245	0.189245	0.189245	0.189245	0.189245	0.0694587	0.0694587	0.3784892	0.2604519	2.54877
404025	-5791.214	-5786.964	-4.24971	0.008109401	0.09959588	0.1115229	0.2066719	0	0.0201295	0.0317945	0	0.372485	2.18763	0.01704283	4.339225	0.226019	0.0170326	0.285977	0.0418677	0.324323	0.104781	0.1955066	0.172619	0.172619	0.172619	0.172619	0.172619	0.172619	0.0977533	0.0977533	0.172619	0.172619	0.172619	0.172619	0.172619	0.172619	0.0977533	0.0977533	0.345238	2.612041	2.462441
404100	-5780.784	-5784.806	4.022645	0.01086074	0.08339839	0.1678209	0.2157884	0	0.0372823	0.0599197	0	0.154831	0.124884	0.01264071	3.302642	0.00749281	0.102933	0.0923699	0.499952	0.281514	0.0157377	0.1157751	0.188247	0.188247	0.188247	0.188247	0.188247	0.188247	0.0578875	0.0578875	0.188247	0.188247	0.188247	0.188247	0.188247	0.188247	0.0578875	0.0578875	0.3764936	0.3769172	2.490512
404175	-5788.334	-5788.242	-0.09258715	0.01566692	0.09125068	0.2493715	0.08723745	0	0.029046	0.043758	0	0.915869	0.250539	0.01181709	4.081937	0.00903725	0.0981786	0.654661	0.0239752	0.037354	0.176794	0.2419384	0.184252	0.184252	0.184252	0.184252	0.184252	0.184252	0.120969	0.120969	0.184252	0.184252	0.184252	0.184252	0.184252	0.184252	0.120969	0.120969	0.368504	1.239211	2.694901
404250	-5787.277	-5788.835	1.558755	0.007097893	0.07396238	0.1079647	0.2349295	0	0.0204027	0.0438373	0	0.183883	0.125802	0.01855145	4.430741	0.398327	0.0239952	0.0885229	0.232724	0.106285	0.150146	0.125463	0.20676	0.20676	0.20676	0.20676	0.20676	0.20676	0.0627315	0.0627315	0.20676	0.20676	0.20676	0.20676	0.20676	0.20676	0.0627315	0.0627315	0.4135197	0.3739249	2.732044
404325	-5781.719	-5787.155	5.436139	0.01327818	0.07426653	0.1304568	0.1807778	0	0.0283664	0.0451008	0	0.336197	0.0601524	0.01770158	2.255177	0.0081821	0.696749	0.0225461	0.210334	0.0556258	0.00656337	0.07111817	0.190085	0.190085	0.190085	0.190085	0.190085	0.190085	0.0355591	0.0355591	0.190085	0.190085	0.190085	0.190085	0.190085	0.190085	0.0355591	0.0355591	0.38017	0.4698165	2.423256
404400	-5787.573	-5787.353	-0.2200663	0.01909703	0.06081886	0.05818486	0.5978344	0	0.0412605	0.0436033	0	0.164101	1.24861	0.01885966	4.24307	0.104543	0.60561	0.0767048	0.0977293	0.10372	0.0116934	0.1161533	0.191627	0.191627	0.191627	0.191627	0.191627	0.191627	0.0580766	0.0580766	0.191627	0.191627	0.191627	0.191627	0.191627	0.191627	0.0580766	0.0580766	0.3832538	1.497575	2.531829
404475	-5787.031	-5786.063	-0.9680744	0.01301983	0.06103908	1.116031	0.7850922	0	0.0376459	0.0368301	0	0.1314	0.0183029	0.003459877	0.7333587	0.0983689	0.0355384	0.29377	0.172631	0.249921	0.149772	0.1005564	0.177379	0.177379	0.177379	0.177379	0.177379	0.177379	0.0502782	0.0502782	0.177379	0.177379	0.177379	0.177379	0.177379	0.177379	0.0502782	0.0502782	0.3547588	0.2241787	2.329665
404550	-5785.261	-5784.524	-0.7365629	0.009028856	0.09464196	0.340257	0.6681888	0	0.0154157	0.0337725	0	0.459939	0.0463533	0.005235872	1.253363	0.0911911	0.130974	0.218343	0.0249097	0.524368	0.0102139	0.1663384	0.175811	0.175811	0.175811	0.175811	0.175811	0.175811	0.0831692	0.0831692	0.175811	0.175811	0.175811	0.175811	0.175811	0.175811	0.0831692	0.0831692	0.3516229	0.5554801	2.442414
404625	-5789.364	-5785.227	-4.136612	0.00888437	0.09743564	0.3121095	0.05169694	0	0.0479385	0.0514415	0	5.39058	0.518647	0.002674493	0.08103873	0.109016	0.013991	0.0309023	0.492844	0.288694	0.0645524	0.1089714	0.195035	0.195035	0.195035	0.195035	0.195035	0.195035	0.0544857	0.0544857	0.195035	0.195035	0.195035	0.195035	0.195035	0.195035	0.0544857	0.0544857	0.3900706	6.008611	2.558366
404700	-5787.261	-5789.608	2.346971	0.01230442	0.05475718	0.0652147	0.6078047	0	0.0204543	0.0606709	0	0.308322	0.186847	0.02124815	2.973371	0.404974	0.232353	0.114505	0.0485892	0.0201079	0.17947	0.04112504	0.185271	0.185271	0.185271	0.185271	0.185271	0.185271	0.0205625	0.0205625	0.185271	0.185271	0.185271	0.185271	0.185271	0.185271	0.0205625	0.0205625	0.3705421	0.5762935	2.305503
404775	-5783.593	-5786.754	3.161076	0.008875404	0.1056657	0.2967986	0.1353503	0	0.0273156	0.0547678	0	0.292623	0.170475	0.01673069	2.957707	0.261082	0.0195107	0.0847747	0.162909	0.331099	0.140624	0.1145236	0.188302	0.188302	0.188302	0.188302	0.188302	0.188302	0.0572618	0.0572618	0.188302	0.188302	0.188302	0.188302	0.188302	0.188302	0.0572618	0.0572618	0.3766043	0.5451815	2.488673
404850	-5789.34	-5789.836	0.4963126	0.01058428	0.1201978	0.09228215	0.4387111	0	0.0625608	0.0568178	0	0.380994	0.0822642	0.01744637	6.593849	0.408372	0.00991941	0.0524976	0.114496	0.281395	0.13332	0.06600355	0.185715	0.185715	0.185715	0.185715	0.185715	0.185715	0.0330018	0.0330018	0.185715	0.185715	0.185715	0.185715	0.185715	0.185715	0.0330018	0.0330018	0.3714295	0.5826369	2.360584
404925	-5784.988	-5787.234	2.245495	0.01793395	0.06151766	0.2094279	0.2269752	0	0.0322127	0.0344938	0	0.468711	0.361299	0.01151756	2.769087	0.168328	0.0669299	0.0740709	0.606666	0.0460086	0.037997	0.1320761	0.203918	0.203918	0.203918	0.203918	0.203918	0.203918	0.0660381	0.0660381	0.203918	0.203918	0.203918	0.203918	0.203918	0.203918	0.0660381	0.0660381	0.4078351	0.8967164	2.711163
405000	-5788.148	-5783.438	-4.710023	0.007966706	0.07276094	1.504393	2.161312	0	0.0187057	0.0521757	0	0.474863	0.0880945	0.01079282	1.265279	0.0619625	0.19156	0.0805178	0.0679658	0.530811	0.0671834	0.110189	0.196375	0.196375	0.196375	0.196375	0.196375	0.196375	0.0550945	0.0550945	0.196375	0.196375	0.196375	0.196375	0.196375	0.196375	0.0550945	0.0550945	0.3927501	0.6338385	2.576879
405075	-5784.36	-5786.178	1.817926	0.01095701	0.08931385	0.3068121	0.5862694	0	0.0463322	0.0791773	0	0.178909	0.198196	0.01874719	4.020938	0.431237	0.0495023	0.30061	0.0672572	0.0714705	0.0799225	0.0775599	0.19829	0.19829	0.19829	0.19829	0.19829	0.19829	0.0387799	0.0387799	0.19829	0.19829	0.19829	0.19829	0.19829	0.19829	0.0387799	0.0387799	0.39658	0.5026145	2.5346
405150	-5789.446	-5784.289	-5.157665	0.01374966	0.07552207	0.1339508	0.4465071	0	0.0392644	0.034763	0	0.146204	1.50382	0.009046053	8.233513	0.137343	0.346575	0.03024	0.0934959	0.265048	0.127297	0.0500082	0.188988	0.188988	0.188988	0.188988	0.188988	0.188988	0.0250041	0.0250041	0.188988	0.188988	0.188988	0.188988	0.188988	0.188988	0.0250041	0.0250041	0.3779768	1.724055	2.367877
405225	-5785.978	-5784.193	-1.785067	0.008547041	0.07236141	0.05223514	0.08846784	0	0.0232818	0.0304552	0	0.0835466	1.01799	0.01848077	6.467565	0.227302	0.0831197	0.173597	0.317736	0.120528	0.0777172	0.08806094	0.189349	0.189349	0.189349	0.189349	0.189349	0.189349	0.0440305	0.0440305	0.189349	0.189349	0.189349	0.189349	0.189349	0.189349	0.0440305	0.0440305	0.3786982	1.155269	2.448311
405300	-5785.753	-5784.079	-1.674264	0.01425245	0.07097804	0.2495096	0.3212203	0	0.0170542	0.0662344	0	0.131529	0.230682	0.01777906	10.13908	0.0591047	0.307207	0.100839	0.0546792	0.368208	0.109962	0.1207077	0.193265	0.193265	0.193265	0.193265	0.193265	0.193265	0.0603539	0.0603539	0.193265	0.193265	0.193265	0.193265	0.193265	0.193265	0.0603539	0.0603539	0.3865305	0.4455001	2.560598
405375	-5784.727	-5785.728	1.001483	0.007823135	0.0938179	0.1987613	0.06326181	0	0.0220635	0.06668	0	0.058931	0.0627259	0.02243081	6.764014	0.198883	0.0481177	0.263625	0.32669	0.0831359	0.0795477	0.1495456	0.194104	0.194104	0.194104	0.194104	0.194104	0.194104	0.0747728	0.0747728	0.194104	0.194104	0.194104	0.194104	0.194104	0.194104	0.0747728	0.0747728	0.3882084	0.2104004	2.628341
405450	-5787.765	-5784.124	-3.640968	0.0112746	0.07433401	0.1649179	0.2428163	0	0.00726075	0.026849	0	0.869741	0.172411	0.01041179	4.233002	0.22945	0.471288	0.129497	0.0476222	0.0560861	0.0660566	0.1929746	0.191411	0.191411	0.191411	0.191411	0.191411	0.191411	0.0964873	0.0964873	0.191411	0.191411	0.191411	0.191411	0.191411	0.191411	0.0964873	0.0964873	0.3828211	1.076261	2.682876
405525	-5788.259	-5786.579	-1.679417	0.0111268	0.08344184	0.1929646	0.611978	0	0.02785	0.0274391	0	0.737017	1.45139	0.009309059	1.154029	0.121295	0.162234	0.554803	0.0713881	0.0106073	0.0796723	0.09425617	0.179853	0.179853	0.179853	0.179853	0.179853	0.179853	0.0471281	0.0471281	0.179853	0.179853	0.179853	0.179853	0.179853	0.179853	0.0471281	0.0471281	0.3597051	2.243692	2.346743
405600	-5784.869	-5785.692	0.8227153	0.01953061	0.08012876	0.2208132	0.1013076	0	0.0230464	0.0436066	0	0.62338	0.587364	0.005608543	2.008538	0.0968889	0.220125	0.150712	0.237342	0.0497704	0.245162	0.1184803	0.186472	0.186472	0.186472	0.186472	0.186472	0.186472	0.0592401	0.0592401	0.186472	0.186472	0.186472	0.186472	0.186472	0.186472	0.0592401	0.0592401	0.3729431	1.277397	2.474619
405675	-5786.656	-5785.946	-0.7096297	0.007141678	0.08343891	0.2271964	1.776624	0	0.0268005	0.043622	0	0.223214	0.171248	0.009114686	1.613087	0.120294	0.136136	0.0609854	0.0833755	0.477799	0.12141	0.05608521	0.195299	0.195299	0.195299	0.195299	0.195299	0.195299	0.0280426	0.0280426	0.195299	0.195299	0.195299	0.195299	0.195299	0.195299	0.0280426	0.0280426	0.390599	0.4648845	2.455764
405750	-5782.488	-5786.256	3.767819	0.01906207	0.06313923	0.1049811	0.1887514	0	0.024674	0.0462275	0	0.0787843	0.360663	0.005302519	1.823834	0.152457	0.0627477	0.0733064	0.420398	0.149131	0.14196	0.05418374	0.192951	0.192951	0.192951	0.192951	0.192951	0.192951	0.0270919	0.0270919	0.192951	0.192951	0.192951	0.192951	0.192951	0.192951	0.0270919	0.0270919	0.3859022	0.5103488	2.42378
405825	-5783.685	-5783.617	-0.06786767	0.01213712	0.07649866	0.488264	0.253888	0	0.0422173	0.0432836	0	0.482405	0.119753	0.008734326	4.018614	0.125134	0.426255	0.0213177	0.127724	0.104976	0.194594	0.09295156	0.192951	0.192951	0.192951	0.192951	0.192951	0.192951	0.0464758	0.0464758	0.192951	0.192951	0.192951	0.192951	0.192951	0.192951	0.0464758	0.0464758	0.3859022	0.6876591	2.501316
405900	-5785.129	-5788.776	3.647037	0.01655884	0.08562011	0.1192617	0.124498	0	0.0441257	0.0172481	0	0.489425	0.0434712	0.01104962	2.101679	0.201267	0.351117	0.0167782	0.0513896	0.279122	0.100326	0.1641652	0.211801	0.211801	0.211801	0.211801	0.211801	0.211801	0.0820826	0.0820826	0.211801	0.211801	0.211801	0.211801	0.211801	0.211801	0.0820826	0.0820826	0.4236015	0.5942702	2.869939
405975	-5788.72	-5794.865	6.145381	0.01966366	0.09903648	0.02835073	0.08239744	0	0.0576559	0.032394	0	0.140422	0.240712	0.02252983	2.61075	0.357248	0.325193	0.00274545	0.0617567	0.189106	0.0639508	0.06580709	0.209059	0.209059	0.209059	0.209059	0.209059	0.209059	0.0329035	0.0329035	0.209059	0.209059	0.209059	0.209059	0.209059	0.209059	0.0329035	0.0329035	0.4181189	0.4711845	2.640328
406050	-5790.9	-5784.694	-6.205765	0.01159884	0.06886627	0.384358	0.5610004	0	0.0142146	0.0666344	0	0.209104	1.28567	0.01602733	7.784112	0.761792	0.0496433	0.00492962	0.0200601	0.0600112	0.103563	0.09159789	0.198662	0.198662	0.198662	0.198662	0.198662	0.198662	0.0457989	0.0457989	0.198662	0.198662	0.198662	0.198662	0.198662	0.198662	0.0457989	0.0457989	0.3973243	1.575625	2.567142
406125	-5786.539	-5784.773	-1.765841	0.007343252	0.08399656	0.1955392	0.1999163	0	0.0312821	0.0834298	0	0.148384	0.458885	0.01358009	7.885928	0.261894	0.196843	0.00524576	0.186171	0.150468	0.199378	0.06483479	0.195011	0.195011	0.195011	0.195011	0.195011	0.195011	0.0324174	0.0324174	0.195011	0.195011	0.195011	0.195011	0.195011	0.195011	0.0324174	0.0324174	0.3900221	0.7219805	2.469802
406200	-5784.3	-5786.005	1.705615	0.01795257	0.07750167	0.223782	0.2970863	0	0.0445041	0.0319214	0	0.0175824	0.0338972	0.01228664	4.010223	0.0590403	0.0998796	0.0257436	0.263034	0.381052	0.17125	0.115259	0.199971	0.199971	0.199971	0.199971	0.199971	0.199971	0.0576295	0.0576295	0.199971	0.199971	0.199971	0.199971	0.199971	0.199971	0.0576295	0.0576295	0.399942	0.1279052	2.63017
406275	-5787.601	-5788.927	1.325857	0.00654041	0.1015593	0.6233673	0.1020214	0	0.0491786	0.0319123	0	0.0840217	0.436963	0.02392664	3.108613	0.115778	0.122496	0.254295	0.426239	0.0472626	0.0339285	0.1094738	0.205184	0.205184	0.205184	0.205184	0.205184	0.205184	0.0547369	0.0547369	0.205184	0.205184	0.205184	0.205184	0.205184	0.205184	0.0547369	0.0547369	0.4103684	0.6020756	2.681158
406350	-5787.422	-5789.876	2.454342	0.01349666	0.09970666	0.06445489	0.3161063	0	0.0321686	0.0298515	0	0.249576	1.20651	0.008331035	0.8425097	0.279133	0.228892	0.182375	0.21642	0.0689147	0.0242648	0.2479969	0.182573	0.182573	0.182573	0.182573	0.182573	0.182573	0.123998	0.123998	0.182573	0.182573	0.182573	0.182573	0.182573	0.182573	0.123998	0.123998	0.3651464	1.518107	2.686872
406425	-5782.514	-5783.773	1.25878	0.01446343	0.07373554	0.2294148	0.08539142	0	0.0356345	0.0431522	0	0.323095	0.409317	0.01082368	4.442129	0.410175	0.0713578	0.133308	0.22814	0.154366	0.0026526	0.09148281	0.191666	0.191666	0.191666	0.191666	0.191666	0.191666	0.0457414	0.0457414	0.191666	0.191666	0.191666	0.191666	0.191666	0.191666	0.0457414	0.0457414	0.3833318	0.8111983	2.482956
406500	-5789.494	-5788.242	-1.251987	0.01214908	0.0797216	1.173874	0.2438018	0	0.0190404	0.034191	0	0.256463	0.943387	0.006772514	1.115559	0.242365	0.271733	0.118455	0.223837	0.0796328	0.0639767	0.1000462	0.168723	0.168723	0.168723	0.168723	0.168723	0.168723	0.0500231	0.0500231	0.168723	0.168723	0.168723	0.168723	0.168723	0.168723	0.0500231	0.0500231	0.3374466	1.253081	2.224772
406575	-5780.625	-5783.921	3.296495	0.01047605	0.09367543	0.1075299	0.05356967	0	0.0372372	0.0369852	0	0.149894	0.12948	0.005010307	2.232968	0.0542614	0.341757	0.0680128	0.0176938	0.095368	0.422907	0.1127397	0.186341	0.186341	0.186341	0.186341	0.186341	0.186341	0.0563698	0.0563698	0.186341	0.186341	0.186341	0.186341	0.186341	0.186341	0.0563698	0.0563698	0.3726819	0.3535965	2.461571
406650	-5787.483	-5786.061	-1.421701	0.007419854	0.08925611	0.02785082	0.1835403	0	0.0591904	0.0438718	0	1.54704	0.161019	0.01212906	3.377595	0.0711065	0.0157573	0.0322019	0.421042	0.225115	0.234777	0.1174306	0.205723	0.205723	0.205723	0.205723	0.205723	0.205723	0.0587153	0.0587153	0.205723	0.205723	0.205723	0.205723	0.205723	0.205723	0.0587153	0.0587153	0.411447	1.811118	2.703543
406725	-5781.487	-5784.686	3.199032	0.01219356	0.08277261	0.1006783	0.1778052	0	0.0190005	0.0649331	0	0.0442449	0.0964328	0.004793895	1.895741	0.213086	0.0798559	0.0532346	0.0728429	0.397709	0.183272	0.1529674	0.194965	0.194965	0.194965	0.194965	0.194965	0.194965	0.0764837	0.0764837	0.194965	0.194965	0.194965	0.194965	0.194965	0.194965	0.0764837	0.0764837	0.3899295	0.2246112	2.645512
