Iteration	Posterior	Likelihood	Prior	anagenetic_dispersal_21	anagenetic_dispersal_31	anagenetic_dispersal_54	anagenetic_dispersal_64	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	hidden_rate_1	hidden_rate_2	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	root_frequencies[5]	root_frequencies[6]	speciation_allopatry	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	speciation_rates[6]	speciation_rates[7]	speciation_rates[8]	speciation_rates[9]	speciation_rates[10]	speciation_rates[11]	speciation_rates[12]	speciation_rates[13]	speciation_rates[14]	speciation_rates[15]	speciation_rates[16]	speciation_wide_sympatry	total_extinction	total_speciation
406800	-5788.833	-5787.988	-0.8447458	0.01437827	0.05931704	0.9049361	0.2880632	0	0.031855	0.0599758	0	0.516812	0.0766426	0.03827257	6.24447	0.22092	0.516638	0.025333	0.105326	0.072944	0.0588397	0.09216639	0.193688	0.193688	0.193688	0.193688	0.193688	0.193688	0.0460832	0.0460832	0.193688	0.193688	0.193688	0.193688	0.193688	0.193688	0.0460832	0.0460832	0.3873755	0.6852858	2.508586
406875	-5787.672	-5788.549	0.8768853	0.006961937	0.06373372	0.4623608	0.2474811	0	0.0662647	0.0643675	0	0.0519557	0.170697	0.00262919	1.119801	0.220452	0.384918	0.0033659	0.16402	0.0799082	0.147336	0.0909104	0.2019	0.2019	0.2019	0.2019	0.2019	0.2019	0.0454552	0.0454552	0.2019	0.2019	0.2019	0.2019	0.2019	0.2019	0.0454552	0.0454552	0.403801	0.3532847	2.604627
406950	-5787.634	-5788.432	0.7985983	0.0156979	0.09052812	0.1928934	0.2180693	0	0.0754418	0.0456599	0	1.20474	0.35275	0.00262919	0.6430698	0.121317	0.157827	0.00343484	0.109127	0.387996	0.220298	0.1130597	0.211443	0.211443	0.211443	0.211443	0.211443	0.211443	0.0565298	0.0565298	0.211443	0.211443	0.211443	0.211443	0.211443	0.211443	0.0565298	0.0565298	0.4228858	1.678593	2.763434
407025	-5785.505	-5789.29	3.784219	0.02042476	0.07848426	0.1308078	0.0980659	0	0.0418054	0.0659687	0	0.69957	0.0958644	0.01071085	2.778057	0.0493664	0.132546	0.0501001	0.386714	0.133391	0.247881	0.1860023	0.200633	0.200633	0.200633	0.200633	0.200633	0.200633	0.0930012	0.0930012	0.200633	0.200633	0.200633	0.200633	0.200633	0.200633	0.0930012	0.0930012	0.401266	0.9032081	2.779601
407100	-5784.989	-5786.309	1.32038	0.01896694	0.06359717	0.1792761	1.274942	0	0.0278889	0.0730806	0	0.448832	0.123611	0.003963715	0.8703634	0.207916	0.276148	0.0156542	0.0216698	0.0526321	0.425981	0.07030078	0.198709	0.198709	0.198709	0.198709	0.198709	0.198709	0.0351504	0.0351504	0.198709	0.198709	0.198709	0.198709	0.198709	0.198709	0.0351504	0.0351504	0.3974174	0.6734126	2.525106
407175	-5783.547	-5788.402	4.855145	0.01688408	0.08472279	0.1257151	0.100179	0	0.0301827	0.0471835	0	0.0317226	0.291385	0.01370826	2.758147	0.0101303	0.102837	0.510906	0.00349428	0.0044535	0.368179	0.1337442	0.182256	0.182256	0.182256	0.182256	0.182256	0.182256	0.0668721	0.0668721	0.182256	0.182256	0.182256	0.182256	0.182256	0.182256	0.0668721	0.0668721	0.3645113	0.4004744	2.454556
407250	-5792.182	-5786.154	-6.027949	0.01438938	0.06714612	0.2253486	5.3137	0	0.059965	0.0523498	0	0.0220284	0.479257	0.01391135	3.671599	0.321349	0.156345	0.0602038	0.166547	0.0894246	0.206131	0.1247784	0.202802	0.202802	0.202802	0.202802	0.202802	0.202802	0.0623892	0.0623892	0.202802	0.202802	0.202802	0.202802	0.202802	0.202802	0.0623892	0.0623892	0.4056031	0.6135999	2.683175
407325	-5785.869	-5785.257	-0.6120257	0.01023754	0.07981201	0.364432	0.03061844	0	0.0273435	0.0667918	0	0.562529	0.513405	0.008612256	2.804999	0.0571377	0.110037	0.226812	0.0728213	0.173071	0.360121	0.114889	0.184515	0.184515	0.184515	0.184515	0.184515	0.184515	0.0574445	0.0574445	0.184515	0.184515	0.184515	0.184515	0.184515	0.184515	0.0574445	0.0574445	0.36903	1.170069	2.443958
407400	-5784.978	-5785.349	0.3705873	0.01181778	0.08781319	0.1875324	0.3765003	0	0.0376449	0.0544482	0	0.319822	0.561086	0.01972089	4.675553	0.198658	0.149812	0.279938	0.117974	0.0480101	0.205608	0.147607	0.192786	0.192786	0.192786	0.192786	0.192786	0.192786	0.0738035	0.0738035	0.192786	0.192786	0.192786	0.192786	0.192786	0.192786	0.0738035	0.0738035	0.3855722	0.9730017	2.608647
407475	-5787.672	-5790.37	2.698127	0.01860294	0.1159245	0.1363883	0.0627682	0	0.0562896	0.0531167	0	0.268697	0.086462	0.003980143	2.77862	0.188506	0.0616291	0.0817908	0.368754	0.138368	0.160953	0.1552891	0.205262	0.205262	0.205262	0.205262	0.205262	0.205262	0.0776446	0.0776446	0.205262	0.205262	0.205262	0.205262	0.205262	0.205262	0.0776446	0.0776446	0.4105244	0.4645655	2.773725
407550	-5786.545	-5786.777	0.232215	0.01252878	0.07561561	0.5523754	0.7146748	0	0.036612	0.0453576	0	0.109029	0.363718	0.009325275	2.305651	0.339556	0.119809	0.0405184	0.207393	0.15232	0.140403	0.2194085	0.190564	0.190564	0.190564	0.190564	0.190564	0.190564	0.109704	0.109704	0.190564	0.190564	0.190564	0.190564	0.190564	0.190564	0.109704	0.109704	0.3811278	0.5547167	2.725584
407625	-5786.494	-5786.787	0.2931169	0.01126779	0.09507307	0.72018	0.6951825	0	0.0377671	0.0555022	0	0.339198	0.0524367	0.005963343	1.287557	0.380806	0.138302	0.191061	0.0558129	0.153601	0.0804177	0.2233984	0.193526	0.193526	0.193526	0.193526	0.193526	0.193526	0.111699	0.111699	0.193526	0.193526	0.193526	0.193526	0.193526	0.193526	0.111699	0.111699	0.3870528	0.4849044	2.769113
407700	-5789.316	-5788.702	-0.6143738	0.00902363	0.125709	0.3066763	0.7584533	0	0.0616206	0.0779532	0	0.184085	0.326045	0.00591437	2.530682	0.0550906	0.0301009	0.602782	0.225992	0.0490905	0.036944	0.1614416	0.204823	0.204823	0.204823	0.204823	0.204823	0.204823	0.0807208	0.0807208	0.204823	0.204823	0.204823	0.204823	0.204823	0.204823	0.0807208	0.0807208	0.4096469	0.6497041	2.780764
407775	-5788.65	-5784.534	-4.116493	0.01650695	0.06498213	0.1234303	0.3687043	0	0.0368871	0.0175396	0	0.35922	1.03332	0.003804591	3.611141	0.154482	0.0352491	0.0355285	0.544371	0.185033	0.0453361	0.0808059	0.190825	0.190825	0.190825	0.190825	0.190825	0.190825	0.040403	0.040403	0.190825	0.190825	0.190825	0.190825	0.190825	0.190825	0.040403	0.040403	0.3816498	1.446965	2.451511
407850	-5787.813	-5786.655	-1.157882	0.01287987	0.07689374	0.01309587	0.4762633	0	0.0495303	0.0660564	0	0.107369	1.75387	0.01087618	2.031068	0.186792	0.454646	0.0310059	0.137092	0.165161	0.0253034	0.1429739	0.201317	0.201317	0.201317	0.201317	0.201317	0.201317	0.071487	0.071487	0.201317	0.201317	0.201317	0.201317	0.201317	0.201317	0.071487	0.071487	0.4026342	1.976823	2.701753
407925	-5780.693	-5786.677	5.983486	0.01496063	0.07238449	0.06799651	0.2542778	0	0.0467968	0.0532681	0	0.224362	0.190844	0.007912927	1.350342	0.0400216	0.191061	0.287406	0.145302	0.257084	0.0791255	0.1029172	0.203518	0.203518	0.203518	0.203518	0.203518	0.203518	0.0514586	0.0514586	0.203518	0.203518	0.203518	0.203518	0.203518	0.203518	0.0514586	0.0514586	0.4070359	0.5152704	2.64805
408000	-5787.946	-5783.114	-4.83194	0.01491566	0.05019333	1.933764	1.953155	0	0.0176657	0.0267986	0	0.497757	0.0798588	0.00893107	1.078815	0.141916	0.435581	0.020217	0.143988	0.0222474	0.236051	0.1662124	0.189245	0.189245	0.189245	0.189245	0.189245	0.189245	0.0831062	0.0831062	0.189245	0.189245	0.189245	0.189245	0.189245	0.189245	0.0831062	0.0831062	0.3784901	0.62208	2.603365
408075	-5789.796	-5784.49	-5.306103	0.0126114	0.07979622	0.1450982	0.6110657	0	0.0372193	0.0268461	0	1.6895	0.0733809	0.02142915	9.403806	0.0762754	0.24113	0.0810375	0.146562	0.271787	0.183209	0.09813591	0.185316	0.185316	0.185316	0.185316	0.185316	0.185316	0.049068	0.049068	0.185316	0.185316	0.185316	0.185316	0.185316	0.185316	0.049068	0.049068	0.3706318	1.826946	2.420063
408150	-5791.199	-5786.032	-5.166871	0.0137879	0.07284327	0.352059	1.653771	0	0.0275442	0.0255606	0	0.160657	0.232596	0.04956535	11.40079	0.155004	0.0521457	0.227468	0.233522	0.0235403	0.30832	0.1172415	0.183078	0.183078	0.183078	0.183078	0.183078	0.183078	0.0586208	0.0586208	0.183078	0.183078	0.183078	0.183078	0.183078	0.183078	0.0586208	0.0586208	0.3661561	0.4463581	2.43142
408225	-5788.653	-5785.091	-3.562518	0.009325956	0.08196831	0.5795965	0.9109852	0	0.0469826	0.050952	0	0.130786	0.27991	0.02389594	8.312137	0.291122	0.0927012	0.4049	0.0367491	0.0541963	0.120332	0.1484409	0.192078	0.192078	0.192078	0.192078	0.192078	0.192078	0.0742204	0.0742204	0.192078	0.192078	0.192078	0.192078	0.192078	0.192078	0.0742204	0.0742204	0.3841558	0.5086304	2.601817
408300	-5789.15	-5786.737	-2.412979	0.0115168	0.08671241	0.3382209	0.6235152	0	0.0313278	0.0706594	0	0.222418	0.135927	0.04114731	10.88618	0.31673	0.163522	0.210014	0.110341	0.0702666	0.129127	0.03539485	0.197045	0.197045	0.197045	0.197045	0.197045	0.197045	0.0176974	0.0176974	0.197045	0.197045	0.197045	0.197045	0.197045	0.197045	0.0176974	0.0176974	0.3940891	0.4603322	2.435324
408375	-5790.016	-5783.877	-6.138471	0.01575496	0.0629839	0.2476293	0.07872933	0	0.0375115	0.0462392	0	0.110607	3.71993	0.009283484	7.364967	0.160496	0.246091	0.195012	0.0249547	0.22089	0.152557	0.1082235	0.194957	0.194957	0.194957	0.194957	0.194957	0.194957	0.0541117	0.0541117	0.194957	0.194957	0.194957	0.194957	0.194957	0.194957	0.0541117	0.0541117	0.3899147	3.914286	2.555935
408450	-5790.196	-5788.514	-1.681233	0.01059378	0.09562596	1.512645	0.2358712	0	0.042977	0.0472309	0	0.778266	0.591561	0.01502048	1.757372	0.272853	0.0729932	0.0613476	0.108984	0.376263	0.107559	0.1185806	0.200471	0.200471	0.200471	0.200471	0.200471	0.200471	0.0592903	0.0592903	0.200471	0.200471	0.200471	0.200471	0.200471	0.200471	0.0592903	0.0592903	0.4009425	1.460035	2.642817
408525	-5784.541	-5784.273	-0.2685483	0.00955256	0.08622832	0.1529753	0.7952888	0	0.0472098	0.0594911	0	0.223418	0.446449	0.01416188	4.157966	0.130467	0.0323337	0.075683	0.490616	0.236738	0.034162	0.1016728	0.192578	0.192578	0.192578	0.192578	0.192578	0.192578	0.0508364	0.0508364	0.192578	0.192578	0.192578	0.192578	0.192578	0.192578	0.0508364	0.0508364	0.3851562	0.7765676	2.514283
408600	-5787.395	-5791.446	4.051284	0.01775883	0.06130933	0.1374367	0.6897693	0	0.0571982	0.0761686	0	0.29671	0.613219	0.00584188	0.5129219	0.0823099	0.0941039	0.322871	0.238759	0.113255	0.148701	0.04750219	0.215461	0.215461	0.215461	0.215461	0.215461	0.215461	0.0237511	0.0237511	0.215461	0.215461	0.215461	0.215461	0.215461	0.215461	0.0237511	0.0237511	0.4309225	1.043296	2.680539
408675	-5785.238	-5784.736	-0.5014939	0.008550989	0.06822525	1.035579	1.508917	0	0.0285139	0.0711739	0	0.0985955	0.146663	0.009756254	1.167221	0.0536973	0.403012	0.178019	0.220961	0.106018	0.0382935	0.1398762	0.184363	0.184363	0.184363	0.184363	0.184363	0.184363	0.0699381	0.0699381	0.184363	0.184363	0.184363	0.184363	0.184363	0.184363	0.0699381	0.0699381	0.368727	0.3449459	2.492114
408750	-5787.256	-5786.086	-1.170621	0.01189422	0.09134284	1.066955	0.1580576	0	0.0113387	0.0472617	0	0.0636847	0.521959	0.006719337	1.849768	0.321588	0.0436783	0.0905954	0.145229	0.395117	0.00379133	0.06279857	0.180544	0.180544	0.180544	0.180544	0.180544	0.180544	0.0313993	0.0313993	0.180544	0.180544	0.180544	0.180544	0.180544	0.180544	0.0313993	0.0313993	0.3610874	0.6442446	2.292121
408825	-5784.322	-5788.182	3.860865	0.01157035	0.07959996	0.2640299	0.02709639	0	0.035563	0.0338828	0	0.283453	0.441677	0.01319442	1.467045	0.31955	0.111307	0.177869	0.145378	0.21548	0.0304153	0.1118457	0.205334	0.205334	0.205334	0.205334	0.205334	0.205334	0.0559229	0.0559229	0.205334	0.205334	0.205334	0.205334	0.205334	0.205334	0.0559229	0.0559229	0.4106682	0.7945758	2.6877
408900	-5783.427	-5784.238	0.8107121	0.01534614	0.07640729	0.04562209	0.6967342	0	0.0494473	0.0404784	0	0.0613461	0.0702107	0.002014675	1.273459	0.486088	0.204285	0.0580546	0.0208816	0.0771177	0.153573	0.08479403	0.196945	0.196945	0.196945	0.196945	0.196945	0.196945	0.042397	0.042397	0.196945	0.196945	0.196945	0.196945	0.196945	0.196945	0.042397	0.042397	0.39389	0.2214825	2.532928
408975	-5786.819	-5783.789	-3.030344	0.01369245	0.08902036	1.564957	0.614747	0	0.0253298	0.0443966	0	0.180251	0.240061	0.004764996	2.035441	0.027958	0.619729	0.0132875	0.0636068	0.189964	0.0854548	0.1736149	0.192042	0.192042	0.192042	0.192042	0.192042	0.192042	0.0868074	0.0868074	0.192042	0.192042	0.192042	0.192042	0.192042	0.192042	0.0868074	0.0868074	0.3840845	0.4900388	2.651737
409050	-5782.917	-5784.272	1.354726	0.01274382	0.08111923	0.08798507	0.7576227	0	0.0086147	0.0431947	0	0.0380704	0.0888554	0.00547407	1.141301	0.316231	0.00918063	0.072196	0.0355327	0.550965	0.0158947	0.1312868	0.183601	0.183601	0.183601	0.183601	0.183601	0.183601	0.0656434	0.0656434	0.183601	0.183601	0.183601	0.183601	0.183601	0.183601	0.0656434	0.0656434	0.3672016	0.1787353	2.465783
409125	-5783.509	-5787.292	3.78342	0.009646558	0.06604897	0.3516678	0.6531894	0	0.0273001	0.0818907	0	0.105047	0.0725572	0.007408478	1.012483	0.424519	0.0221007	0.0852417	0.154139	0.0110467	0.302953	0.08148009	0.18667	0.18667	0.18667	0.18667	0.18667	0.18667	0.04074	0.04074	0.18667	0.18667	0.18667	0.18667	0.18667	0.18667	0.04074	0.04074	0.3733408	0.2867951	2.403005
409200	-5791.959	-5788.162	-3.79778	0.01183203	0.07674157	0.3496731	0.6114664	0	0.0486752	0.0415196	0	0.260457	1.61283	0.04866203	6.389716	0.0284132	0.130307	0.191377	0.538448	0.064054	0.0474014	0.06075513	0.207996	0.207996	0.207996	0.207996	0.207996	0.207996	0.0303776	0.0303776	0.207996	0.207996	0.207996	0.207996	0.207996	0.207996	0.0303776	0.0303776	0.4159917	1.963479	2.617461
409275	-5786.071	-5787.555	1.483905	0.01104512	0.1047579	0.1421053	0.2705456	0	0.0459559	0.0464501	0	0.427998	0.0789384	0.01523738	4.681061	0.125997	0.054528	0.0965945	0.0732347	0.48166	0.167986	0.1878629	0.209877	0.209877	0.209877	0.209877	0.209877	0.209877	0.0939314	0.0939314	0.209877	0.209877	0.209877	0.209877	0.209877	0.209877	0.0939314	0.0939314	0.419754	0.5993427	2.89425
409350	-5798.171	-5788.004	-10.16698	0.009815056	0.08228637	0.7511771	1.358803	0	0.0518328	0.0865826	0	9.63334	0.644512	0.01112789	0.7095608	0.269788	0.144846	0.0129361	0.355938	0.135181	0.0813099	0.06096689	0.198118	0.198118	0.198118	0.198118	0.198118	0.198118	0.0304834	0.0304834	0.198118	0.198118	0.198118	0.198118	0.198118	0.198118	0.0304834	0.0304834	0.3962354	10.41627	2.499346
409425	-5793.386	-5787.201	-6.184363	0.01357343	0.07142292	0.03542481	1.128538	0	0.0463602	0.0334349	0	2.33586	3.30115	0.008895591	0.4313355	0.0039484	0.107459	0.00876081	0.417346	0.0635297	0.398956	0.1301068	0.201267	0.201267	0.201267	0.201267	0.201267	0.201267	0.0650534	0.0650534	0.201267	0.201267	0.201267	0.201267	0.201267	0.201267	0.0650534	0.0650534	0.4025339	5.716812	2.675417
409500	-5795.906	-5795.173	-0.7330115	0.01984478	0.09088687	0.1318066	0.2155278	0	0.0535479	0.0634433	0	0.166621	6.48765	0.003866297	0.04162222	0.0644658	0.0876083	0.143038	0.0297933	0.479468	0.195626	0.1679187	0.204251	0.204251	0.204251	0.204251	0.204251	0.204251	0.0839593	0.0839593	0.204251	0.204251	0.204251	0.204251	0.204251	0.204251	0.0839593	0.0839593	0.408503	6.771267	2.786855
409575	-5783.651	-5786.166	2.515373	0.0128945	0.07943769	0.02737548	0.2397684	0	0.0199659	0.0234049	0	0.237225	0.177044	0.01198728	2.668512	0.0413211	0.26027	0.0206763	0.567272	0.0943062	0.0161538	0.07220055	0.178624	0.178624	0.178624	0.178624	0.178624	0.178624	0.0361003	0.0361003	0.178624	0.178624	0.178624	0.178624	0.178624	0.178624	0.0361003	0.0361003	0.3572489	0.45764	2.287895
409650	-5784.24	-5781.807	-2.432866	0.009372539	0.06417279	2.577038	0.6682325	0	0.0221302	0.0673652	0	0.167287	0.171635	0.005631788	0.9454322	0.00325832	0.150011	0.242368	0.210654	0.351255	0.0424544	0.1079579	0.19406	0.19406	0.19406	0.19406	0.19406	0.19406	0.0539789	0.0539789	0.19406	0.19406	0.19406	0.19406	0.19406	0.19406	0.0539789	0.0539789	0.3881196	0.428417	2.544633
409725	-5791.58	-5794.133	2.553403	0.01252153	0.08450712	0.5077316	0.1215091	0	0.092397	0.12237	0	0.498704	0.0874378	0.02430939	3.923837	0.119173	0.0245326	0.0792874	0.167339	0.469219	0.140449	0.1086357	0.223967	0.223967	0.223967	0.223967	0.223967	0.223967	0.0543178	0.0543178	0.223967	0.223967	0.223967	0.223967	0.223967	0.223967	0.0543178	0.0543178	0.4479344	0.8009085	2.904878
409800	-5784.954	-5785.65	0.6959087	0.01127863	0.07592997	0.5621301	0.1092199	0	0.0326782	0.0348763	0	0.281651	0.202059	0.02566766	5.454485	0.276927	0.0297634	0.308513	0.0925334	0.0934759	0.198787	0.1520943	0.19153	0.19153	0.19153	0.19153	0.19153	0.19153	0.0760472	0.0760472	0.19153	0.19153	0.19153	0.19153	0.19153	0.19153	0.0760472	0.0760472	0.3830603	0.5512645	2.602551
409875	-5786.842	-5789.744	2.901256	0.01288706	0.09486193	0.3776838	0.1329382	0	0.0346786	0.0509372	0	0.688932	0.489289	0.01736035	1.701731	0.401082	0.077828	0.108353	0.0787302	0.162319	0.171688	0.1184167	0.20497	0.20497	0.20497	0.20497	0.20497	0.20497	0.0592083	0.0592083	0.20497	0.20497	0.20497	0.20497	0.20497	0.20497	0.0592083	0.0592083	0.4099401	1.263837	2.696474
409950	-5787.131	-5787.358	0.2272742	0.01148068	0.05206454	0.01210764	0.3661474	0	0.0197524	0.0520234	0	0.0244798	0.136302	0.006910974	2.235136	0.0284329	0.0289764	0.478111	0.133116	0.300278	0.0310852	0.08628758	0.187173	0.187173	0.187173	0.187173	0.187173	0.187173	0.0431438	0.0431438	0.187173	0.187173	0.187173	0.187173	0.187173	0.187173	0.0431438	0.0431438	0.3743457	0.2325581	2.41865
410025	-5789.205	-5789.095	-0.1096246	0.006691152	0.06159029	0.2772181	0.8470705	0	0.0263066	0.0621162	0	0.310189	0.346843	0.02139752	2.702682	0.127681	0.0609175	0.447761	0.223789	0.132034	0.00781731	0.08832992	0.196685	0.196685	0.196685	0.196685	0.196685	0.196685	0.044165	0.044165	0.196685	0.196685	0.196685	0.196685	0.196685	0.196685	0.044165	0.044165	0.3933701	0.7454551	2.536881
410100	-5786.342	-5786.158	-0.183537	0.01273746	0.08607286	0.4442975	0.8454376	0	0.0278702	0.0487894	0	0.927729	0.217427	0.01045886	1.496104	0.176019	0.197031	0.0619142	0.444965	0.101868	0.0182029	0.101859	0.197919	0.197919	0.197919	0.197919	0.197919	0.197919	0.0509295	0.0509295	0.197919	0.197919	0.197919	0.197919	0.197919	0.197919	0.0509295	0.0509295	0.3958388	1.221816	2.578751
410175	-5785.216	-5788.621	3.40514	0.01023054	0.08376515	0.03299342	0.7409389	0	0.0350547	0.076347	0	0.106536	0.283178	0.01777339	2.086021	0.240997	0.241151	0.215596	0.00428751	0.130257	0.167711	0.1107064	0.195174	0.195174	0.195174	0.195174	0.195174	0.195174	0.0553532	0.0553532	0.195174	0.195174	0.195174	0.195174	0.195174	0.195174	0.0553532	0.0553532	0.3903476	0.5011157	2.563498
410250	-5784.872	-5787.892	3.02007	0.01660344	0.07790219	0.06012331	0.2744035	0	0.0309886	0.0251939	0	0.0772414	0.183743	0.01448497	4.135862	0.047952	0.201779	0.174657	0.00523715	0.19368	0.376696	0.046428	0.190498	0.190498	0.190498	0.190498	0.190498	0.190498	0.023214	0.023214	0.190498	0.190498	0.190498	0.190498	0.190498	0.190498	0.023214	0.023214	0.3809961	0.3171674	2.378833
410325	-5786.342	-5786.252	-0.0899665	0.008396465	0.08280515	0.3319822	0.425489	0	0.0504574	0.0627708	0	0.512229	0.309944	0.01022179	3.031979	0.106563	0.578864	0.127947	0.0112508	0.116271	0.0591047	0.09689907	0.188898	0.188898	0.188898	0.188898	0.188898	0.188898	0.0484495	0.0484495	0.188898	0.188898	0.188898	0.188898	0.188898	0.188898	0.0484495	0.0484495	0.3777954	0.9354012	2.460571
410400	-5792.929	-5787.483	-5.445702	0.01002422	0.08709262	0.09183771	4.20487	0	0.0447395	0.0542552	0	0.0485842	1.16403	0.01724445	2.876401	0.216104	0.336595	0.233972	0.0652731	0.10754	0.0405161	0.1411896	0.210149	0.210149	0.210149	0.210149	0.210149	0.210149	0.0705948	0.0705948	0.210149	0.210149	0.210149	0.210149	0.210149	0.210149	0.0705948	0.0705948	0.4202986	1.311611	2.804171
410475	-5787.029	-5787.773	0.7440303	0.01348063	0.0951426	0.2733347	0.222351	0	0.0321666	0.0520808	0	0.0901474	0.559312	0.04182012	7.051246	0.314944	0.0427795	0.447876	0.033854	0.0592829	0.101264	0.1190211	0.1978	0.1978	0.1978	0.1978	0.1978	0.1978	0.0595106	0.0595106	0.1978	0.1978	0.1978	0.1978	0.1978	0.1978	0.0595106	0.0595106	0.3955993	0.733707	2.611638
410550	-5784.992	-5787.677	2.685363	0.01467229	0.06939518	0.1691423	0.2575088	0	0.0642582	0.0550319	0	0.845681	0.0497643	0.01017668	2.450501	0.0956311	0.398987	0.128491	0.0923199	0.135589	0.148982	0.08015705	0.203269	0.203269	0.203269	0.203269	0.203269	0.203269	0.0400785	0.0400785	0.203269	0.203269	0.203269	0.203269	0.203269	0.203269	0.0400785	0.0400785	0.4065384	1.014735	2.599544
410625	-5783.223	-5784.718	1.495106	0.01246653	0.07769196	0.4176436	0.2065999	0	0.0209108	0.0565671	0	0.848451	0.320825	0.004806477	0.7233527	0.438691	0.085701	0.0587143	0.238357	0.00985429	0.168683	0.096037	0.188514	0.188514	0.188514	0.188514	0.188514	0.188514	0.0480185	0.0480185	0.188514	0.188514	0.188514	0.188514	0.188514	0.188514	0.0480185	0.0480185	0.3770271	1.246755	2.454237
410700	-5787.522	-5785.922	-1.599882	0.009360764	0.09577126	0.1136454	2.782893	0	0.0377114	0.0591607	0	0.282531	0.122647	0.01460103	2.891128	0.165779	0.0235445	0.0842965	0.414015	0.017181	0.295184	0.1227718	0.200518	0.200518	0.200518	0.200518	0.200518	0.200518	0.0613859	0.0613859	0.200518	0.200518	0.200518	0.200518	0.200518	0.200518	0.0613859	0.0613859	0.4010366	0.5020499	2.651763
410775	-5784.505	-5784.104	-0.4006403	0.01260276	0.09150008	0.411621	0.133244	0	0.0219474	0.0516845	0	0.0745302	0.595048	0.004791343	2.631526	0.0990076	0.0584515	0.436387	0.106159	0.127305	0.17269	0.1743916	0.191363	0.191363	0.191363	0.191363	0.191363	0.191363	0.0871958	0.0871958	0.191363	0.191363	0.191363	0.191363	0.191363	0.191363	0.0871958	0.0871958	0.3827255	0.7432099	2.645136
410850	-5781.377	-5785.196	3.818402	0.01098019	0.07619987	0.06891768	0.07743171	0	0.0164973	0.0360301	0	0.0417876	0.425176	0.006513986	1.135878	0.0457931	0.067601	0.0495456	0.128403	0.501412	0.207245	0.1372362	0.178795	0.178795	0.178795	0.178795	0.178795	0.178795	0.0686181	0.0686181	0.178795	0.178795	0.178795	0.178795	0.178795	0.178795	0.0686181	0.0686181	0.3575902	0.5194912	2.420014
410925	-5783.969	-5785.943	1.973735	0.010915	0.07212771	1.006797	0.5807645	0	0.0219995	0.026425	0	0.10138	0.130502	0.01118185	1.080424	0.0515735	0.14151	0.228303	0.0173917	0.274761	0.28646	0.117613	0.184732	0.184732	0.184732	0.184732	0.184732	0.184732	0.0588065	0.0588065	0.184732	0.184732	0.184732	0.184732	0.184732	0.184732	0.0588065	0.0588065	0.3694649	0.2803061	2.452015
411000	-5788.499	-5788	-0.4991667	0.01580518	0.08337976	0.4354519	0.04159206	0	0.0612295	0.0388465	0	0.144264	1.9744	0.006122061	1.543678	0.11801	0.0238553	0.0251717	0.469063	0.191358	0.172541	0.1682554	0.214703	0.214703	0.214703	0.214703	0.214703	0.214703	0.0841277	0.0841277	0.214703	0.214703	0.214703	0.214703	0.214703	0.214703	0.0841277	0.0841277	0.4294054	2.218739	2.912943
411075	-5781.537	-5785.439	3.902105	0.008997163	0.09477948	0.1121005	0.3025246	0	0.0318343	0.0478409	0	0.3121	0.249859	0.004439832	0.6702564	0.210766	0.142943	0.0362013	0.277063	0.156708	0.176318	0.1213163	0.198551	0.198551	0.198551	0.198551	0.198551	0.198551	0.0606581	0.0606581	0.198551	0.198551	0.198551	0.198551	0.198551	0.198551	0.0606581	0.0606581	0.3971018	0.6416339	2.625243
