Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_01	rate_02	rate_03	rate_10	rate_12	rate_13	rate_20	rate_21	rate_23	rate_30	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
195550	-5709.02	-5727.36	18.3446	0.116845	0.0143201	0.0854135	0.0216531	-2.1469	-4.24609	-2.46025	-3.8326	-0.841142	-1.98691	-1.61411	-1.45739	0.04822443	0.01010495	0.0171708	0.006694005	0.003036443	8.864341e-05	0.00340206	3.796366e-06	0.001039047	0.003724465	3.760785e-06	0.01262176	0.782608	0.04777	0.0899896	0.0796324	0.431218	0.137119	0.199068	0.232843
195600	-5710.34	-5725.28	14.9455	0.205541	0.0301637	0.0688152	0.010569	-1.58211	-3.50112	-2.67633	-4.54983	-0.711274	-1.93332	-1.66393	-1.47477	0.05510047	0.006366205	0.02255662	0.005729012	0.0006167394	0.0001789957	0.003522174	9.62249e-07	0.002145062	0.003599766	9.996858e-05	0.01315435	0.156547	0.0390944	0.217074	0.587285	0.491018	0.144667	0.189393	0.228832
195650	-5711.05	-5731.55	20.4976	0.0710441	0.0203587	0.0918057	0.00964473	-2.64445	-3.89425	-2.38808	-4.64134	-1.02632	-1.9065	-2.03959	-1.46852	0.0457866	0.01412921	0.01788795	0.004768121	0.0004272768	0.0014815	0.0002241774	7.352441e-08	0.0001897707	0.005364809	0.0001678071	0.01095089	0.0739613	0.042867	0.527863	0.355309	0.358323	0.148599	0.130082	0.230267
195700	-5720.03	-5736.4	16.3703	0.0378752	0.0118058	0.105172	0.0129785	-3.27346	-4.43916	-2.25216	-4.34446	-0.924717	-1.85069	-2.1414	-1.4125	0.04392802	0.01786444	0.02038785	0.008637086	4.229082e-05	0.001423936	0.0003676421	0.0001509245	0.0007284406	0.003567363	4.264809e-06	0.007823409	0.480436	0.347924	0.0277774	0.143862	0.396644	0.157129	0.11749	0.243534
195750	-5717.55	-5735.82	18.2688	0.0258002	0.0210723	0.134938	0.00912517	-3.65737	-3.8598	-2.00294	-4.69672	-0.964872	-2.00492	-1.74142	-1.47154	0.04676187	0.007557103	0.02346046	0.009184954	0.0004356722	0.0002327532	0.001814049	0.0003138378	2.993156e-05	0.001154753	3.237078e-05	0.008498145	0.805426	0.0687673	0.0988035	0.0270028	0.381032	0.134671	0.175271	0.229571
195800	-5720.64	-5727.28	6.64736	0.0372142	0.0325284	0.0520535	0.00765557	-3.29106	-3.42564	-2.95548	-4.87232	-0.903004	-1.90565	-1.63538	-1.42289	0.06682292	0.01957794	0.01156971	0.008653074	0.000540408	0.0004694237	0.001807277	0.0001077851	8.550982e-05	0.005098609	0.001203221	0.00786704	0.411703	0.152509	0.109769	0.32602	0.40535	0.148726	0.194877	0.241017
195850	-5714.01	-5724.18	10.1688	0.0317256	0.0186182	0.0474036	0.0118658	-3.45063	-3.98361	-3.04906	-4.43409	-0.928525	-1.84408	-1.88933	-1.50376	0.05443995	0.01089778	0.02180959	0.009002073	0.0001841803	0.0002025589	0.003408277	0.000330629	0.001117637	0.005176716	1.990653e-06	0.01175606	0.371627	0.0319314	0.00256779	0.593874	0.395136	0.158171	0.151173	0.222294
195900	-5710.39	-5727.12	16.7316	0.106701	0.0182466	0.0303025	0.0104917	-2.23773	-4.00377	-3.49652	-4.55717	-0.956173	-1.83074	-2.12229	-1.46501	0.04642249	0.01285111	0.01365278	0.007893756	3.890948e-06	0.002710185	0.001679875	7.692185e-05	0.0006454921	0.004776927	5.06113e-05	0.01155406	0.605649	0.0484876	0.269231	0.0766324	0.384361	0.160294	0.119757	0.231076
195950	-5711.54	-5730.43	18.8885	0.0658786	0.0235792	0.0227835	0.0174098	-2.71994	-3.74739	-3.78172	-4.05072	-1.05078	-1.66421	-1.88056	-1.44413	0.05666107	0.007846875	0.01146111	0.004552854	4.13417e-05	0.001523045	0.0008946899	9.931298e-06	0.0009346896	0.002336737	0.0002761618	0.01269435	0.297516	0.387503	0.0793079	0.235673	0.349664	0.189339	0.152505	0.23595
196000	-5711.19	-5730.86	19.6711	0.110997	0.0405059	0.0243239	0.0452554	-2.19826	-3.20631	-3.71629	-3.09543	-1.01083	-1.79414	-1.77703	-1.33447	0.05296704	0.004280792	0.01931001	0.01049592	6.01203e-05	0.001659023	0.001533566	2.917326e-07	0.0007209217	0.004452342	0.000258384	0.01135083	0.542452	0.241845	0.111426	0.104276	0.363915	0.16627	0.169139	0.263297
196050	-5715.41	-5729.98	14.5712	0.151596	0.0190518	0.0121274	0.0327755	-1.88654	-3.96059	-4.41229	-3.41808	-0.854831	-1.9123	-1.82889	-1.50617	0.05288321	0.008120931	0.01472809	0.006236103	0.001085441	0.004297287	0.002669742	3.234913e-06	0.0004169305	0.007255742	4.305112e-05	0.00920201	0.183127	0.43806	0.227912	0.1509	0.425355	0.14774	0.160591	0.221758
196100	-5712.19	-5732.67	20.4726	0.229557	0.0273018	0.0150944	0.0103549	-1.47161	-3.6008	-4.19343	-4.5703	-0.839347	-1.7803	-1.88933	-1.49099	0.04536272	0.008168349	0.0144897	0.002573771	0.0001214705	0.001074832	0.0001139965	0.0001716188	0.001760408	0.008466368	0.0001447645	0.006711626	0.118985	0.255021	0.320555	0.305439	0.431992	0.168588	0.151174	0.22515
196150	-5717.91	-5733.72	15.811	0.183011	0.0313854	0.0405761	0.00493688	-1.69821	-3.46141	-3.20458	-5.31102	-0.82222	-1.80068	-1.50643	-1.50625	0.03950327	0.005370614	0.02117941	0.008486863	0.001385337	0.0003537719	0.000597761	0.002394343	0.001715786	0.003491852	9.584363e-05	0.009721788	0.00845124	0.815338	0.153924	0.0222865	0.439455	0.165187	0.2217	0.221741
196200	-5707.69	-5728.49	20.7939	0.157829	0.0307447	0.022211	0.0096272	-1.84624	-3.48204	-3.80717	-4.64316	-0.91323	-1.83196	-1.95746	-1.4393	0.04814194	0.00784909	0.01272746	0.002699741	0.0003956838	0.0005895982	6.44249e-06	7.385571e-05	0.002301634	0.005987929	0.0002336594	0.01227144	0.315482	0.309577	0.183816	0.191125	0.401226	0.1601	0.141216	0.237094
196250	-5705.47	-5728.69	23.2178	0.0889741	0.0411305	0.0256472	0.00744185	-2.41941	-3.19101	-3.66332	-4.90064	-0.997867	-1.72036	-1.78716	-1.41527	0.04855239	0.01177678	0.01607484	0.006227984	5.338136e-05	0.0003229524	1.388026e-06	2.013472e-07	0.0007531755	0.006162378	0.0008728931	0.007678317	0.282274	0.375647	0.156435	0.185644	0.368665	0.179002	0.167435	0.242861
196300	-5701.55	-5730.67	29.1191	0.230623	0.0233698	0.0461124	0.00657933	-1.46697	-3.75631	-3.07667	-5.02382	-0.801384	-1.74165	-1.67884	-1.51673	0.03973747	0.01217517	0.01714713	0.00549613	0.0002649252	2.693544e-05	5.352703e-08	2.328191e-08	0.002357952	0.004329527	0.001042682	0.006948218	0.762579	0.0322879	0.195115	0.0100187	0.448707	0.175231	0.186589	0.219427
196350	-5710.21	-5730.63	20.424	0.256499	0.0454114	0.0399228	0.00414676	-1.36063	-3.09199	-3.22081	-5.48543	-0.769053	-1.94445	-1.95512	-1.60181	0.04794705	0.007455594	0.01294146	0.01325564	0.0002276704	0.000421529	2.098022e-05	6.646694e-07	0.003153768	0.001679821	0.0003115285	0.009807502	0.413466	0.0202662	0.561168	0.00509953	0.463452	0.143066	0.141547	0.201531
196400	-5711.44	-5731.99	20.5476	0.218445	0.0768096	0.0741801	0.00494406	-1.52122	-2.56643	-2.60126	-5.30957	-0.771049	-1.65162	-1.63581	-1.4736	0.04642691	0.009120934	0.01114634	0.004231289	0.0004943468	0.002230818	0.0002749099	0.0004458987	0.001028233	0.003774304	0.0004377986	0.007885915	0.536521	0.364904	0.0801914	0.0183827	0.462528	0.191739	0.194795	0.2291
196450	-5712.09	-5728.47	16.3831	0.129334	0.0177456	0.0220709	0.00860023	-2.04536	-4.03162	-3.8135	-4.75597	-0.988589	-1.76442	-2.05581	-1.42197	0.05092144	0.00573537	0.01739678	0.005443572	0.0004889783	0.001120723	0.0003421819	0.00136615	0.0001691799	0.004222442	8.229717e-05	0.009031496	0.562257	0.0419968	0.170858	0.224888	0.372101	0.171287	0.127989	0.241239
196500	-5716.38	-5729.21	12.8264	0.254437	0.0243215	0.0325398	0.014497	-1.3687	-3.71639	-3.42529	-4.23382	-0.847807	-1.96306	-1.65341	-1.48318	0.05912952	0.007435701	0.01143793	0.009115385	0.001739258	3.853461e-06	0.003118149	0.00117101	0.00202922	0.002336261	0.0002984181	0.01313396	0.31355	0.332754	0.0343663	0.319329	0.428353	0.140427	0.191396	0.226916
196550	-5708.46	-5725.74	17.2866	0.300368	0.0857084	0.0309862	0.0126305	-1.20275	-2.4568	-3.47421	-4.37164	-0.619986	-1.70879	-1.75136	-1.42785	0.05427867	0.01133683	0.01563079	0.008914778	9.830508e-05	0.0005415679	0.001063121	0.004256003	6.891126e-05	0.002381654	2.623222e-06	0.01033345	0.619286	0.0916949	0.153836	0.135183	0.537952	0.181086	0.173538	0.239823
196600	-5711.23	-5731.11	19.8788	0.150949	0.0520557	0.0192025	0.0269459	-1.89081	-2.95544	-3.95271	-3.61392	-0.862984	-1.69442	-1.71393	-1.42943	0.05012576	0.009816902	0.01080577	0.002339818	0.0004922706	0.0003366907	0.006998765	0.0004281875	0.001851214	0.002751798	2.7204e-06	0.01275107	0.437389	0.346151	0.0579934	0.158467	0.421901	0.183705	0.180157	0.239444
196650	-5712.77	-5736.24	23.4686	0.273649	0.0308063	0.0122281	0.0300929	-1.29591	-3.48004	-4.40402	-3.50346	-0.636676	-1.89271	-2.19832	-1.5191	0.0458827	0.00509587	0.01283001	0.003924096	8.934358e-05	0.0001247587	0.002071466	0.0004430431	0.004188623	0.004339319	1.98384e-05	0.006587378	0.629292	0.0711594	0.0404017	0.259147	0.529048	0.150663	0.11099	0.218909
196700	-5710.11	-5733.17	23.061	0.369137	0.0263478	0.0236605	0.0130025	-0.996587	-3.63637	-3.74395	-4.34262	-0.518039	-1.80052	-2.07167	-1.4954	0.04704703	0.007077206	0.0100245	0.003891715	0.0001823499	0.0002032436	0.001446224	7.365723e-05	0.004165906	0.005513388	3.263438e-06	0.008657082	0.461592	0.0367163	0.49196	0.00973121	0.595688	0.165213	0.125975	0.224159
196750	-5709.43	-5724.79	15.358	0.132385	0.0330234	0.0454563	0.0135782	-2.02204	-3.41054	-3.091	-4.29929	-0.945886	-1.83384	-2.00166	-1.52276	0.05817038	0.009661304	0.01619204	0.004811828	0.0005496726	2.899086e-05	0.0002260732	0.00435938	0.002802594	0.003532811	3.501877e-05	0.008518432	0.329973	0.513457	0.120652	0.0359171	0.388335	0.159798	0.13511	0.218109
196800	-5715.45	-5723.77	8.31711	0.0929571	0.0320512	0.0254388	0.0059361	-2.37562	-3.44042	-3.67148	-5.1267	-0.9316	-1.88056	-1.85667	-1.53209	0.05621433	0.01485559	0.01889938	0.003512614	0.0002877944	0.0007516248	0.005349726	0.0001706843	0.003034171	0.0009768923	8.383505e-05	0.01241682	0.194712	0.0146297	0.128591	0.662068	0.393923	0.152504	0.156191	0.216084
196850	-5713.55	-5734.4	20.8532	0.194234	0.0290564	0.0385184	0.0146087	-1.63869	-3.53852	-3.25662	-4.22614	-0.801584	-1.83573	-2.00413	-1.42057	0.0467529	0.007621099	0.01506	0.002783813	8.447559e-06	0.0001086407	0.003184141	0.005261062	0.0003166387	0.003926959	0.001172829	0.006343878	0.348365	0.197345	0.275472	0.178819	0.448618	0.159498	0.134778	0.241576
196900	-5703.99	-5728.51	24.5125	0.249134	0.0377264	0.052602	0.0103144	-1.38977	-3.2774	-2.945	-4.57421	-0.761017	-1.81763	-1.66406	-1.59976	0.04581199	0.01259329	0.01523372	0.005370852	8.395906e-06	3.331544e-05	0.0004405929	0.001597227	6.288725e-06	0.001976272	0.0003831407	0.01083776	0.499902	0.166343	0.113568	0.220187	0.467191	0.16241	0.189368	0.201945
196950	-5702.9	-5731.72	28.8254	0.240477	0.0680593	0.108119	0.0159262	-1.42513	-2.68738	-2.22452	-4.13979	-0.653736	-1.91323	-1.60544	-1.52032	0.05252287	0.008633931	0.01010153	0.00734612	2.164303e-05	1.026714e-05	0.0004512276	3.657421e-06	0.0003564782	0.002178874	7.831096e-05	0.01187047	0.349707	0.198812	0.184374	0.267108	0.520099	0.147603	0.2008	0.218643
197000	-5706.45	-5732.2	25.7455	0.27055	0.0433529	0.0704226	0.0206594	-1.3073	-3.13838	-2.65324	-3.87958	-0.727958	-1.80996	-2.01605	-1.38782	0.04503904	0.006473384	0.01842901	0.008577932	0.0001688451	8.950059e-05	0.0002021336	9.333321e-05	0.0002856074	0.004401316	4.27948e-05	0.008334875	0.187462	0.336216	0.145005	0.331317	0.482894	0.16366	0.13318	0.249619
197050	-5719.43	-5729.76	10.3344	0.134939	0.0221168	0.0536569	0.0182442	-2.00293	-3.81142	-2.92515	-4.00391	-0.8687	-1.87014	-1.78217	-1.41015	0.0478299	0.009663594	0.01931481	0.01240272	0.001745022	1.067702e-05	0.01095863	0.001021697	0.0007803151	0.001585389	0.0005441955	0.01147769	0.0700715	0.0395956	0.668446	0.221887	0.419496	0.154102	0.168272	0.244107
197100	-5715.77	-5730.64	14.8614	0.0667118	0.0214138	0.0415186	0.014886	-2.70737	-3.84372	-3.18161	-4.20733	-1.0108	-1.93704	-1.88225	-1.46272	0.06210565	0.005865836	0.01462136	0.001358072	0.001770342	6.308574e-06	0.0002584529	0.008382223	0.001180456	0.004068036	0.000126452	0.008777987	0.556081	0.193011	0.0397278	0.211181	0.363929	0.144131	0.152247	0.231606
197150	-5710.49	-5729.86	19.3696	0.149931	0.0185846	0.0308625	0.0223041	-1.89758	-3.98542	-3.47821	-3.80298	-0.91739	-1.7868	-1.71971	-1.52082	0.05049616	0.01069676	0.01571627	0.003190384	0.002164127	0.0003476918	0.001793718	0.0002169686	5.610947e-05	0.004518327	6.203156e-05	0.008073774	0.124335	0.129517	0.39787	0.348278	0.399561	0.167495	0.179119	0.218533
197200	-5711.62	-5730.7	19.0812	0.143502	0.0540307	0.0244925	0.0211477	-1.94141	-2.9182	-3.70939	-3.85622	-0.885213	-1.63199	-1.9852	-1.46057	0.04974195	0.01006985	0.01922187	0.007050089	0.0007539639	0.0001298885	0.001432559	0.0002208077	3.684293e-05	0.003019468	0.001577647	0.006548198	0.229506	0.0366603	0.31016	0.423674	0.412626	0.195539	0.137353	0.232104
197250	-5706.95	-5727.65	20.7056	0.134903	0.0428182	0.0397782	0.0212056	-2.0032	-3.15079	-3.22444	-3.85349	-0.86192	-1.93827	-1.76797	-1.38305	0.06278107	0.01009408	0.009085036	0.005545239	1.348124e-05	8.871046e-05	0.0006151687	0.000670038	0.0007503129	0.004052644	0.0001294107	0.008032709	0.498079	0.0593519	0.0256223	0.416947	0.42235	0.143953	0.170679	0.250812
197300	-5712.36	-5737.82	25.4575	0.0986991	0.0192003	0.0632972	0.0348893	-2.31568	-3.95283	-2.75991	-3.35557	-1.05828	-1.6786	-1.67468	-1.4602	0.04864416	0.005053883	0.0141809	0.004045691	0.0001669012	1.126297e-05	0.006914877	0.0002343641	0.000223477	0.00108414	8.653002e-05	0.0102485	0.360031	0.0788273	0.159373	0.40177	0.347051	0.186635	0.187368	0.232189
197350	-5711.98	-5726.65	14.6655	0.0393072	0.0203397	0.0545574	0.0201638	-3.23635	-3.89518	-2.9085	-3.90386	-0.93324	-1.93752	-1.80654	-1.56397	0.05465124	0.01565073	0.01619627	0.008430991	0.0008255649	0.0001376063	9.32369e-06	0.0008328272	0.0007207136	0.003852028	2.618984e-05	0.01170854	0.168039	0.222476	0.349178	0.260308	0.393277	0.14406	0.164221	0.209303
197400	-5709.43	-5718.34	8.90819	0.0826603	0.0391516	0.0794516	0.00686851	-2.49302	-3.24032	-2.53261	-4.98081	-0.974072	-1.86945	-1.82479	-1.56671	0.07253382	0.0171458	0.02089649	0.00357808	7.238631e-05	0.0004867752	9.340553e-06	0.003018368	5.397408e-05	0.003830535	5.93995e-05	0.0101393	0.560649	0.383211	0.0417597	0.0143805	0.377542	0.154209	0.161252	0.208732
197450	-5712.65	-5734.15	21.4997	0.108651	0.0500086	0.0510505	0.012431	-2.21962	-2.99556	-2.97494	-4.38757	-0.997868	-1.94181	-2.07477	-1.44864	0.04198604	0.0163408	0.01604335	0.003187889	6.435131e-05	0.0002521687	1.432533e-05	0.000192463	0.001004347	0.005772854	4.590283e-05	0.0155911	0.170837	0.342255	0.0706159	0.416293	0.368665	0.143444	0.125586	0.23489
197500	-5711.53	-5735.17	23.6384	0.269384	0.0957713	0.0531389	0.0187062	-1.31162	-2.34579	-2.93485	-3.9789	-0.677199	-1.7732	-1.73473	-1.42029	0.04603753	0.004589087	0.01337277	0.005895319	0.0009328063	4.292826e-05	0.0003788473	0.0009524685	0.0005749836	0.002085009	0.0003707193	0.01583885	0.38777	0.315441	0.015592	0.281197	0.508038	0.169789	0.176448	0.241643
197550	-5706.89	-5726.16	19.2692	0.121865	0.0265627	0.0254693	0.020013	-2.10484	-3.62825	-3.67028	-3.91137	-1.00112	-1.84016	-1.86567	-1.52407	0.05729049	0.01030815	0.01079812	0.00476082	7.463292e-05	0.000185826	0.001663397	0.0001930142	0.0004984061	0.002488363	0.0001693352	0.01094538	0.559227	0.171159	0.0799789	0.189635	0.367468	0.158792	0.154792	0.217823
197600	-5710.69	-5730.15	19.4545	0.119981	0.0561453	0.0198316	0.036115	-2.12042	-2.87981	-3.92048	-3.32105	-0.926966	-1.63808	-1.60965	-1.47826	0.05401962	0.01157378	0.01347015	0.005212218	3.844266e-05	0.0001535188	0.00534515	0.0002571638	0.00078016	0.003366943	3.348213e-05	0.009076148	0.109385	0.654189	0.216743	0.0196833	0.395753	0.194352	0.199958	0.228034
197650	-5711.42	-5739.05	27.6299	0.205747	0.0301525	0.0465397	0.0374984	-1.58111	-3.50149	-3.06745	-3.28346	-0.83843	-1.91368	-1.97144	-1.4235	0.0372035	0.006851164	0.01524987	0.007032309	6.08531e-06	1.394074e-05	0.002002761	0.001028912	0.001438701	0.004643161	0.0008739491	0.005829597	0.451321	0.173347	0.160984	0.214348	0.432389	0.147537	0.139256	0.24087
197700	-5708.62	-5727.11	18.4955	0.162616	0.0200608	0.0674338	0.016239	-1.81636	-3.90899	-2.69661	-4.12034	-0.760338	-1.82529	-1.80938	-1.55102	0.05314533	0.007322937	0.01328431	0.0124849	3.013813e-05	1.508078e-05	0.001774841	0.0003266648	0.00109967	0.004529674	6.031705e-05	0.01102493	0.549182	0.0421742	0.179313	0.229331	0.467508	0.16117	0.163756	0.212031
197750	-5714.37	-5730.63	16.2587	0.153121	0.0175619	0.0153703	0.0130043	-1.87652	-4.04202	-4.17532	-4.34247	-0.870444	-1.74616	-1.85296	-1.49068	0.04153306	0.01082354	0.02092478	0.003852457	0.0001961539	0.0002155069	0.0008563902	0.0002750244	0.003311625	0.009316442	2.793594e-05	0.007060942	0.749098	0.00174365	0.116984	0.132175	0.418766	0.174442	0.156772	0.22522
197800	-5713.66	-5726.89	13.2281	0.133701	0.041209	0.00802781	0.0166575	-2.01215	-3.1891	-4.82484	-4.09489	-0.944202	-1.77198	-1.76706	-1.49318	0.049816	0.0166085	0.01812952	0.006759113	2.293963e-05	3.958107e-05	3.531001e-05	3.681354e-05	0.006425498	0.006498134	0.001444289	0.007624413	0.354697	0.237184	0.197049	0.21107	0.38899	0.169996	0.170835	0.224658
197850	-5710.44	-5730.15	19.7012	0.0531172	0.0743985	0.0281485	0.0176891	-2.93525	-2.59832	-3.57026	-4.03481	-1.0694	-1.68241	-1.79782	-1.62221	0.05977345	0.0159858	0.01153502	0.00382377	9.160772e-05	6.344386e-06	0.0005992002	0.0007657668	0.0006480838	0.002460412	2.817881e-05	0.01000044	0.299663	0.011721	0.471566	0.217051	0.343213	0.185925	0.165659	0.197462
197900	-5711.29	-5730.27	18.9792	0.0352867	0.0299374	0.0291345	0.0303726	-3.34425	-3.50865	-3.53583	-3.49422	-1.08954	-1.89798	-1.98993	-1.41894	0.04942874	0.007623765	0.02069441	0.003706203	0.0003157163	5.372284e-05	0.0006563689	0.001005864	0.001822955	0.003226086	0.0001631909	0.008227314	0.48986	0.100316	0.343009	0.0668153	0.336371	0.149872	0.136704	0.241971
197950	-5717.86	-5728.13	10.2696	0.0966289	0.0304064	0.0239421	0.0408762	-2.33688	-3.4931	-3.73212	-3.19721	-1.01164	-1.7824	-1.76733	-1.43311	0.06717927	0.01040649	0.01361318	0.005546308	0.001966374	0.003026292	0.0002379355	0.004288934	0.00118247	0.001664301	5.776838e-06	0.01204571	0.363885	0.249945	0.322772	0.0633985	0.363622	0.168234	0.170788	0.238566
198000	-5712.16	-5728.18	16.0246	0.0678656	0.0307926	0.0604307	0.0266443	-2.69023	-3.48048	-2.80626	-3.62518	-1.02943	-1.90528	-1.70586	-1.54795	0.0630992	0.005366709	0.01766268	0.001881993	0.0001678165	0.000546542	0.0005068846	0.0003126654	0.004513463	0.003485871	5.435976e-05	0.01267528	0.793505	0.0635897	0.0162706	0.126634	0.357212	0.148781	0.181617	0.212684
198050	-5716.12	-5727.4	11.2745	0.226055	0.00856648	0.0211218	0.0150711	-1.48698	-4.7599	-3.85745	-4.19497	-0.845791	-2.0213	-1.91957	-1.48678	0.05476981	0.01238633	0.01417565	0.003410001	8.479318e-05	0.0007529238	0.002303449	0.002384708	0.0001187188	0.007769083	0.00023894	0.008926496	0.390039	0.259928	0.29421	0.0558219	0.429218	0.132483	0.14667	0.226099
198100	-5708.68	-5727.86	19.1853	0.162942	0.00968078	0.0282399	0.0307749	-1.81436	-4.63761	-3.56702	-3.48106	-0.906197	-2.02299	-2.15966	-1.47829	0.05085448	0.006604501	0.01894489	0.007553595	0.0004336688	8.655104e-05	0.001720968	0.0004844521	0.0002182998	0.002088263	8.653731e-07	0.01252326	0.527509	0.0166752	0.0303099	0.425506	0.404058	0.132259	0.115364	0.228028
198150	-5708.8	-5731.55	22.753	0.233099	0.0140623	0.0291263	0.0135239	-1.45629	-4.26426	-3.53611	-4.3033	-0.707515	-2.02439	-1.80932	-1.49992	0.04089814	0.005565856	0.01556147	0.00531181	0.001817521	0.0001128088	0.0009090449	0.00158578	5.877866e-05	0.00288018	5.040888e-06	0.01221862	0.337113	0.0108435	0.417492	0.234551	0.492868	0.132074	0.163765	0.223147
198200	-5707.69	-5728.57	20.8837	0.15925	0.0133909	0.0338538	0.0128574	-1.83728	-4.31318	-3.3857	-4.35383	-0.884028	-1.88463	-1.80048	-1.4177	0.04375295	0.004912563	0.01715279	0.01185205	0.0004516172	0.0003037727	5.689139e-05	0.0005710164	0.0004240737	0.00407579	6.138666e-07	0.01334654	0.259166	0.0727395	0.236136	0.431958	0.413116	0.151885	0.16522	0.24227
198250	-5712.19	-5729.65	17.4553	0.16126	0.0408871	0.0768417	0.0154844	-1.82474	-3.19694	-2.56601	-4.16792	-0.890972	-2.05889	-1.59029	-1.47674	0.04682865	0.01303358	0.02137677	0.004927315	0.00230241	0.001093482	0.0004029417	0.0002117543	0.002389387	0.003442661	1.320748e-06	0.01048141	0.68925	0.171091	0.123117	0.0165417	0.410257	0.127596	0.203866	0.228381
198300	-5704.98	-5729.86	24.879	0.138241	0.0168612	0.0553632	0.0250164	-1.97876	-4.08274	-2.89384	-3.68822	-0.958922	-1.96934	-1.76866	-1.45	0.04358583	0.01561524	0.01647354	0.001682029	7.965979e-05	5.538998e-05	0.0003602416	0.0008221899	0.003337131	0.003336173	7.997592e-08	0.01015612	0.64961	0.0557923	0.215181	0.0794164	0.383306	0.139548	0.170561	0.23457
198350	-5708.94	-5729.53	20.5939	0.128812	0.0206931	0.0530889	0.00923343	-2.0494	-3.87795	-2.93579	-4.68492	-0.851244	-1.62743	-1.8498	-1.50972	0.04909924	0.01361224	0.0130323	0.009107533	8.495032e-05	0.001781869	0.001022785	0.0008654122	1.441768e-05	0.003212779	2.029528e-07	0.009188151	0.34219	0.131925	0.208668	0.317218	0.426883	0.196434	0.157269	0.220971
198400	-5712.84	-5727.73	14.8859	0.0695783	0.0269096	0.0429408	0.00716988	-2.6653	-3.61527	-3.14793	-4.93787	-0.916776	-1.81427	-1.90108	-1.48532	0.05671556	0.01430319	0.02129152	0.003545185	0.0005306505	0.0001945308	4.445524e-06	0.002166477	9.765537e-06	0.008242624	0.0001762835	0.005420731	0.345463	0.177284	0.27676	0.200493	0.399806	0.162957	0.149407	0.22643
198450	-5713.18	-5726.57	13.391	0.0986983	0.0545311	0.018033	0.0117915	-2.31569	-2.90898	-4.01555	-4.44038	-0.865316	-1.89201	-1.815	-1.47623	0.06536751	0.02229174	0.01113775	0.008492947	0.001274018	1.950875e-05	3.070705e-06	0.001163843	0.0003024061	0.001643157	0.00013358	0.007498406	0.277511	0.0334605	0.522147	0.166882	0.420918	0.150768	0.162838	0.228497
198500	-5706.49	-5727.6	21.1097	0.153513	0.0771215	0.0290629	0.0140366	-1.87397	-2.56237	-3.53829	-4.26609	-0.733834	-1.81927	-1.82419	-1.45909	0.05347537	0.00764121	0.01662709	0.008040169	9.427213e-05	6.53986e-05	6.352528e-06	0.001295081	0.000366555	0.003295754	0.0002565347	0.01026533	0.372201	0.222798	0.178566	0.226436	0.480065	0.162144	0.161349	0.232449
198550	-5707.05	-5732.2	25.1469	0.19165	0.0486982	0.0178248	0.00928807	-1.65208	-3.02211	-4.02716	-4.67902	-0.753505	-1.66106	-2.00611	-1.45659	0.04676444	0.006318124	0.01445344	0.006759106	1.505715e-05	8.177192e-06	0.0003524227	0.0006952236	0.0008034547	0.003052549	5.905906e-05	0.007680243	0.0348188	0.0573924	0.481551	0.426238	0.470714	0.189937	0.134511	0.233029
198600	-5714.79	-5736.93	22.1409	0.370997	0.0499234	0.01618	0.0111003	-0.99156	-2.99726	-4.12398	-4.50078	-0.5365	-1.78142	-2.08029	-1.54732	0.03884245	0.005692562	0.01882067	0.003205599	4.530694e-05	9.45836e-06	0.0008942779	0.0009176797	0.001133906	0.00271414	0.001418882	0.01373591	0.343517	0.151121	0.244101	0.261261	0.584792	0.168398	0.124894	0.212818
198650	-5710.35	-5726.39	16.0334	0.202395	0.0387668	0.0533736	0.00734348	-1.59753	-3.25019	-2.93044	-4.91394	-0.732874	-1.7711	-1.58474	-1.49508	0.05142402	0.01174659	0.01537822	0.009815344	1.128125e-05	8.012982e-05	0.002600887	0.001462627	0.001065463	0.003466119	0.0004731913	0.006192392	0.77427	0.165934	0.0339877	0.0258086	0.480526	0.170146	0.205001	0.22423
198700	-5709.58	-5735.28	25.7042	0.154419	0.0386461	0.0158033	0.0176563	-1.86808	-3.25331	-4.14754	-4.03666	-0.844563	-1.83162	-1.87179	-1.50882	0.03978725	0.01121568	0.01466322	0.004345107	1.095513e-05	0.0004325287	0.001701863	1.750336e-05	0.0006506461	0.002743015	0.0007363197	0.00640814	0.0399566	0.103345	0.138059	0.718639	0.429745	0.160154	0.153847	0.22117
198750	-5705.93	-5737.97	32.0313	0.199581	0.0389072	0.0216984	0.0150026	-1.61153	-3.24658	-3.83052	-4.19953	-0.780279	-1.80347	-1.59262	-1.45155	0.0370189	0.006718618	0.01298567	0.002231606	7.388812e-05	0.00111793	0.0002021547	0.0001933135	1.851095e-05	0.002706306	5.363853e-05	0.008301444	0.249727	0.0180977	0.326804	0.405371	0.458278	0.164726	0.203392	0.234208
