Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	rate_01	rate_02	rate_03	rate_10	rate_12	rate_13	rate_20	rate_21	rate_23	rate_30	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]
3050	-5724.16	-5739.9	15.7385	0.131189	0.00874209	0.0105603	0.0311634	-2.03112	-4.73961	-4.55065	-3.46851	-0.92486	-1.74842	-1.95762	-1.49183	0.04197964	0.01660105	0.01309112	0.005419313	0.0003078231	0.004130771	0.0009315805	0.001287805	0.0003774691	0.0009885026	0.0006332578	0.006269508	0.0880738	0.109702	0.646855	0.155369	0.396587	0.174049	0.141194	0.224962
3100	-5708.13	-5726.79	18.659	0.162989	0.0135364	0.0131015	0.0304015	-1.81407	-4.30237	-4.33503	-3.49326	-0.967153	-1.88471	-2.06211	-1.51809	0.04830622	0.01003364	0.0186511	0.01044216	0.000127889	0.0003191794	0.0001986229	0.0001722036	0.0001276918	0.003431357	6.844382e-06	0.01045605	0.384513	0.150882	0.180344	0.284261	0.380164	0.151873	0.127185	0.21913
3150	-5710.84	-5734.97	24.1349	0.20079	0.0219698	0.0278066	0.032405	-1.6055	-3.81809	-3.58248	-3.42944	-0.843654	-1.87571	-1.76634	-1.45742	0.04863453	0.007753309	0.02228004	0.0005925315	0.0002094307	0.000276536	0.004214266	3.071896e-05	7.605036e-06	0.002889201	0.0005625476	0.006605741	0.416584	0.0372362	0.52436	0.0218202	0.430136	0.153246	0.170957	0.232836
3200	-5708.2	-5729.38	21.1793	0.172049	0.0124531	0.0197708	0.0187736	-1.75998	-4.38579	-3.92355	-3.97531	-0.829979	-1.86667	-1.78707	-1.54879	0.05413334	0.008228495	0.02477123	0.002104422	8.691906e-05	0.0006673896	0.000552752	7.218483e-06	3.76489e-06	0.001012312	0.000509837	0.008189408	0.367423	0.138576	0.296933	0.197068	0.436058	0.154638	0.16745	0.212506
3250	-5714.77	-5729	14.2307	0.0868332	0.0167163	0.0188663	0.0169309	-2.44377	-4.09137	-3.97038	-4.07862	-0.976275	-1.82104	-1.76079	-1.55752	0.05264624	0.007926564	0.01692579	0.01118435	0.00316858	5.851601e-05	0.000101672	3.28072e-05	0.0003503671	0.005042041	0.00069656	0.009611725	0.0661118	0.445143	0.364686	0.124059	0.376712	0.161858	0.17191	0.210658
3300	-5709.69	-5727.29	17.5973	0.0825166	0.0267928	0.0693388	0.0122706	-2.49476	-3.61962	-2.66875	-4.40055	-1.04184	-1.83507	-2.02889	-1.48123	0.05181714	0.009828521	0.01592945	0.01121334	0.0001055478	0.00030631	7.605343e-05	0.0002291285	0.001018076	0.002648544	0.0003044129	0.01026133	0.301406	0.307837	0.241878	0.148879	0.352804	0.159602	0.131482	0.227358
3350	-5713.56	-5728.73	15.1687	0.10828	0.0290043	0.0587899	0.0201299	-2.22303	-3.54031	-2.83378	-3.90555	-1.01547	-1.81439	-1.67353	-1.56696	0.05973413	0.004874812	0.01457198	0.005612687	0.0002939433	0.0005811886	0.001023428	0.0004458883	0.004227535	0.00410307	7.948484e-05	0.01241433	0.317506	0.0414835	0.294799	0.346211	0.362232	0.162937	0.187583	0.208679
3400	-5713.88	-5732.92	19.0424	0.190034	0.0246131	0.0789352	0.0475841	-1.66055	-3.70448	-2.53913	-3.04526	-0.798742	-1.99547	-1.34849	-1.45265	0.06171883	0.005559748	0.02037474	0.004760998	0.0007941831	4.592705e-05	0.000426851	0.00030296	0.0002288477	0.001790521	0.0004955662	0.01064783	0.179683	0.137333	0.157964	0.52502	0.449895	0.13595	0.259632	0.23395
3450	-5708.93	-5731.06	22.1278	0.251651	0.0389597	0.107012	0.0247569	-1.37971	-3.24523	-2.23481	-3.69865	-0.804842	-1.75953	-1.45313	-1.44253	0.04800172	0.01528553	0.0115407	0.01106584	0.0001224715	2.560701e-06	0.0005745002	0.001493235	4.087339e-05	0.003089256	0.001014807	0.009674173	0.438755	0.10675	0.225269	0.229226	0.447158	0.172126	0.233837	0.23633
3500	-5708.15	-5729.4	21.2424	0.236801	0.0580571	0.0462018	0.0159285	-1.44054	-2.84633	-3.07474	-4.13965	-0.719573	-1.65674	-1.59524	-1.52142	0.05247797	0.009049421	0.0111696	0.00583744	0.0002068758	0.0001976088	0.0002566977	0.0006142002	0.0007252269	0.003481223	0.0006321178	0.01008366	0.200832	0.354964	0.401864	0.0423409	0.48696	0.190761	0.20286	0.218402
3550	-5713.95	-5732.07	18.1202	0.0834624	0.0134704	0.0330789	0.0489411	-2.48336	-4.30726	-3.40886	-3.01714	-0.877619	-1.89636	-1.74622	-1.46617	0.05579982	0.007361739	0.01178534	0.00947873	0.000505484	2.89561e-05	0.0007041697	0.0002466693	0.0006518566	0.004263334	0.0004423843	0.009795968	0.497799	0.10882	0.313502	0.0798782	0.415772	0.150114	0.174431	0.230807
3600	-5712.9	-5721.08	8.18028	0.129251	0.0658569	0.023806	0.0117428	-2.046	-2.72027	-3.73782	-4.44452	-0.991415	-1.67894	-1.74266	-1.48947	0.07471675	0.00881675	0.01781074	0.009822623	5.223305e-05	4.262248e-06	0.003611392	0.001218865	0.002610421	0.002988448	0.0001038865	0.008195512	0.125635	0.47609	0.101587	0.296688	0.371051	0.186572	0.175055	0.225493
3650	-5708.82	-5723.92	15.1022	0.122105	0.0479349	0.0334565	0.011087	-2.10288	-3.03791	-3.39751	-4.50198	-0.882135	-1.71717	-1.87734	-1.44989	0.05317967	0.01088924	0.02077854	0.008782684	9.163619e-06	1.711604e-05	0.001429933	0.001149592	0.0004498505	0.004854398	0.0008682669	0.008433308	0.315363	0.33326	0.218002	0.133375	0.413898	0.179574	0.152997	0.234596
3700	-5712.77	-5735.99	23.2147	0.354184	0.0854489	0.008464	0.0253152	-1.03794	-2.45984	-4.77193	-3.67635	-0.535458	-1.79174	-1.83638	-1.45491	0.04310068	0.005217685	0.01531504	0.007904474	0.002404043	0.0001171279	0.0002163477	0.0001230184	0.0005614696	0.002296842	7.13793e-05	0.00980939	0.247056	0.451838	0.231752	0.0693546	0.585401	0.166669	0.159394	0.233422
3750	-5713.81	-5726.57	12.7613	0.1891	0.0725176	0.00573687	0.0296452	-1.66548	-2.62393	-5.16084	-3.51846	-0.761598	-1.78717	-1.95155	-1.39105	0.06624195	0.009570349	0.01191135	0.004016189	0.0005574535	0.0007073864	0.0006138728	0.004506892	0.0002770335	0.002123957	6.015569e-05	0.008634193	0.574703	0.232354	0.0689004	0.124042	0.46692	0.167434	0.142054	0.248813
3800	-5716.01	-5733.55	17.5364	0.142601	0.0820162	0.0171403	0.00972208	-1.94771	-2.50084	-4.06632	-4.63336	-0.856305	-1.60135	-1.55102	-1.5171	0.04773014	0.003436094	0.02617056	0.006400685	0.001528602	0.0001113366	0.002830721	0.0001525658	1.758346e-06	0.005136415	0.0003137077	0.01070531	0.456444	0.517175	0.00435598	0.0220255	0.424728	0.201623	0.212031	0.219347
3850	-5710.81	-5722.82	12.0109	0.158049	0.136785	0.00576087	0.0153102	-1.84485	-1.98934	-5.15667	-4.17924	-0.777706	-1.49378	-2.09293	-1.50198	0.07354992	0.01082834	0.01822698	0.0048844	0.0007052898	0.0003089002	0.0004972957	2.753858e-05	4.203515e-07	0.004060412	0.000449201	0.008311756	0.54126	0.03612	0.321375	0.101245	0.459459	0.224522	0.123326	0.222688
3900	-5705.08	-5729.98	24.8998	0.181532	0.0884231	0.0153087	0.0110641	-1.70632	-2.42562	-4.17933	-4.50405	-0.857422	-1.68737	-1.9524	-1.46737	0.05453715	0.007384838	0.01641476	0.002393883	0.0005834035	0.0001738736	0.000287463	2.295482e-05	3.730643e-07	0.005442564	0.0006584901	0.005409346	0.517	0.0685313	0.352462	0.0620064	0.424254	0.185006	0.141933	0.230531
3950	-5708.04	-5730.89	22.8449	0.0751414	0.098202	0.0219094	0.00471559	-2.58838	-2.32073	-3.82084	-5.35688	-1.05336	-1.53988	-1.59208	-1.53701	0.07325938	0.006915814	0.01154449	0.000963683	2.509284e-05	0.0001525217	0.0002650657	0.0002085731	2.884843e-07	0.002455202	4.015215e-05	0.006829821	0.711366	0.16163	0.0451556	0.0818476	0.348763	0.214407	0.203502	0.215023
4000	-5706.98	-5723.43	16.4449	0.14191	0.055165	0.0169212	0.00211374	-1.95256	-2.89743	-4.07919	-6.1593	-0.795203	-1.80764	-1.83508	-1.52841	0.05690253	0.008490863	0.01926802	0.003169052	5.35113e-05	0.0002120277	0.001355898	0.000117757	4.430006e-06	0.00213115	0.0002616843	0.007706229	0.774108	0.0470584	0.0404039	0.138429	0.45149	0.164041	0.159601	0.216881
4050	-5716.72	-5732.32	15.5944	0.213802	0.0728875	0.0083875	0.00227228	-1.5427	-2.61884	-4.78101	-6.08697	-0.758248	-1.73712	-2.10021	-1.4948	0.05293033	0.006768054	0.01086393	0.006013365	0.001291192	0.000185708	0.0009143548	0.002631173	8.059621e-05	0.001255485	0.000115849	0.006308067	0.308272	0.370504	0.16278	0.158444	0.468487	0.176027	0.122431	0.224294
4100	-5705.14	-5731.71	26.5687	0.188951	0.0396844	0.00918	0.00330816	-1.66627	-3.2268	-4.69073	-5.71136	-0.82919	-1.70416	-1.77975	-1.50091	0.04603223	0.008030473	0.009271183	0.002760437	4.629781e-05	5.613336e-06	0.0001228387	4.245577e-05	0.0001555858	0.002280902	0.000247333	0.008189645	0.4962	0.451534	0.0408751	0.0113911	0.436403	0.181926	0.16868	0.222928
4150	-5704.81	-5738.41	33.6064	0.34571	0.0531333	0.0226516	0.00449479	-1.06215	-2.93495	-3.78753	-5.40484	-0.561071	-2.03824	-2.11442	-1.54854	0.04121179	0.007337629	0.008831915	0.003834308	3.166142e-05	1.819236e-06	4.04919e-05	5.538492e-05	0.0005054743	0.002091168	1.603328e-06	0.009402251	0.484052	0.417214	0.0615742	0.0371601	0.570597	0.130258	0.120704	0.212558
4200	-5706.16	-5729.42	23.2601	0.239218	0.0490205	0.0150177	0.0099935	-1.43038	-3.01552	-4.19852	-4.60582	-0.765481	-1.80368	-1.87363	-1.46384	0.03926044	0.007781753	0.02025955	0.007698639	3.317722e-05	1.618566e-06	0.0002306671	0.000423691	0.005548692	0.004083396	7.714002e-06	0.008122837	0.269967	0.517723	0.0660463	0.146263	0.46511	0.164691	0.153565	0.231347
4250	-5707.04	-5726.03	18.9884	0.140997	0.0336246	0.0224702	0.0157781	-1.95902	-3.3925	-3.79557	-4.14913	-0.883144	-1.92456	-1.5987	-1.52241	0.05554618	0.007363938	0.01423451	0.005024202	0.0005557053	7.242119e-05	0.000162215	0.0006202269	0.0006713408	0.002801195	0.0006309178	0.009654615	0.685791	0.0551257	0.0528047	0.206279	0.413481	0.14594	0.202159	0.218185
4300	-5703.49	-5728.28	24.7872	0.232035	0.00905519	0.0373623	0.0112922	-1.46087	-4.70442	-3.28709	-4.48364	-0.74975	-1.88261	-1.73502	-1.55073	0.03941082	0.007016397	0.01477727	0.007351198	0.0006317643	3.069981e-06	0.0007100718	2.297393e-05	0.000117724	0.005604659	2.143852e-05	0.01134137	0.788206	0.0655004	0.038054	0.108239	0.472485	0.152193	0.176397	0.212094
4350	-5710.55	-5730.14	19.5876	0.194363	0.00771517	0.0326162	0.0060254	-1.63803	-4.86457	-3.42295	-5.11177	-0.713895	-1.96144	-1.74365	-1.59814	0.04562055	0.004815853	0.01436339	0.006898533	7.941352e-05	2.407432e-06	0.001560413	0.0002032111	0.000138884	0.004362968	0.0001166966	0.01445035	0.400031	0.0908674	0.088449	0.420652	0.489733	0.140656	0.174881	0.202272
4400	-5711.38	-5733.07	21.6918	0.126213	0.00313685	0.0368058	0.0112315	-2.06979	-5.76453	-3.3021	-4.48903	-0.859321	-2.13737	-2.30149	-1.56542	0.05432981	0.008716442	0.01725278	0.005479089	1.817795e-05	1.414406e-06	2.297191e-05	1.709203e-05	0.0006600174	0.00182967	0.00010609	0.006477953	0.152038	0.057611	0.231293	0.559059	0.423449	0.117965	0.100109	0.209
4450	-5717.98	-5736.98	19.0072	0.126243	0.0167385	0.0411345	0.0251774	-2.06955	-4.09004	-3.19091	-3.68181	-0.959981	-1.73227	-2.25811	-1.37601	0.04608065	0.009639734	0.01851889	0.002248176	0.0009534732	0.0001292286	0.0002273899	0.0006161467	0.0005610461	0.00505691	0.000814653	0.01097617	0.107089	0.574037	0.0391281	0.279746	0.3829	0.176883	0.104548	0.252584
4500	-5713.62	-5728.67	15.0507	0.0994647	0.0606432	0.0279934	0.00744256	-2.30795	-2.80275	-3.57579	-4.90054	-0.955126	-1.73727	-1.9574	-1.587	0.05340332	0.01066882	0.01793666	0.005249568	0.0003221872	0.0009662818	0.002112805	0.000411668	0.0007678832	0.002290242	0.000259392	0.006912897	0.0386436	0.536959	0.387201	0.0371972	0.384764	0.176	0.141226	0.204538
4550	-5710	-5721.63	11.6352	0.0748284	0.0249215	0.0258527	0.00373632	-2.59256	-3.69202	-3.65534	-5.58965	-0.991533	-1.94928	-1.58936	-1.52409	0.06095118	0.01457805	0.01478002	0.005256226	9.411369e-05	0.0003411055	0.0008834356	0.0002979268	2.066821e-06	0.003590922	5.294508e-05	0.01437392	0.233881	0.141586	0.0742473	0.550286	0.371007	0.142376	0.204055	0.217819
4600	-5704.75	-5721.5	16.7507	0.0581043	0.0429496	0.0472539	0.00242406	-2.84552	-3.14773	-3.05222	-6.02231	-1.09934	-1.81186	-1.72013	-1.48649	0.06316128	0.008748329	0.01769677	0.002811432	1.207534e-05	0.0001541871	0.0002260383	0.0002418393	2.92536e-06	0.003295212	0.0002516573	0.009746854	0.862126	0.108912	4.46619e-05	0.0289183	0.33309	0.163351	0.179043	0.226165
4650	-5713	-5730.74	17.7366	0.104578	0.0180598	0.0351638	0.00433245	-2.25782	-4.01407	-3.34774	-5.44162	-1.04263	-1.81732	-1.76757	-1.50908	0.05489203	0.004982299	0.01400144	0.004206689	0.0004319889	2.098727e-05	0.0004375684	0.001585344	7.748657e-06	0.001739422	0.001133524	0.01339902	0.0989066	0.646707	0.00172362	0.252663	0.352525	0.162461	0.170748	0.221114
4700	-5710.58	-5725.37	14.7901	0.05562	0.0222828	0.0274457	0.00802544	-2.88921	-3.80394	-3.59554	-4.82514	-0.950908	-1.81127	-1.74221	-1.47947	0.05604325	0.01334374	0.02156591	0.002727268	0.0007521208	2.844371e-05	0.001126284	0.0006031085	4.914385e-05	0.002228984	0.0002311606	0.00727423	0.167739	0.102468	0.0606744	0.669118	0.38639	0.163446	0.175133	0.227758
4750	-5709.95	-5727.13	17.1797	0.0997095	0.00531486	0.0206033	0.0112891	-2.30549	-5.23725	-3.8823	-4.48392	-0.943296	-1.81719	-1.83679	-1.59543	0.05488012	0.01958756	0.0129145	0.004368204	0.001024775	3.915736e-07	2.393599e-05	4.821962e-05	0.001264401	0.001906779	1.634172e-05	0.009539301	0.363885	0.123655	0.0494789	0.462981	0.389343	0.162481	0.159327	0.202822
4800	-5703.35	-5727.02	23.6746	0.122129	0.0109712	0.0913302	0.015391	-2.10268	-4.51248	-2.39327	-4.17397	-0.94424	-2.01522	-1.75742	-1.46727	0.05686999	0.01164665	0.008761597	0.005918491	1.549375e-05	5.609117e-06	2.530267e-05	0.0001337146	2.74635e-05	0.002940507	0.0001114919	0.01571822	0.522843	0.261491	0.143495	0.07217	0.388975	0.133291	0.17249	0.230554
4850	-5709.2	-5722.41	13.2125	0.0901523	0.0056712	0.057571	0.0200868	-2.40625	-5.17236	-2.85474	-3.90769	-0.937265	-1.85535	-1.88817	-1.543	0.05849639	0.01409064	0.01900887	0.006245835	0.000518479	3.477171e-05	2.121004e-05	0.002482125	0.0003046908	0.003058704	4.897271e-05	0.008523279	0.7348	0.0255808	0.214571	0.0250485	0.391698	0.156399	0.151348	0.21374
4900	-5709.04	-5732.66	23.6173	0.204691	0.00336427	0.04361	0.0190067	-1.58625	-5.69455	-3.13247	-3.96296	-0.836282	-1.91917	-1.67167	-1.40959	0.04192864	0.01418935	0.01335695	0.005481412	0.0001617366	5.525371e-05	5.920786e-06	0.0009096259	0.001822029	0.002849449	4.227078e-06	0.004988639	0.61465	0.185265	0.041529	0.158555	0.433319	0.146729	0.187933	0.244245
4950	-5709.24	-5730.09	20.8459	0.100092	0.00846456	0.0407199	0.014111	-2.30167	-4.77187	-3.20104	-4.2608	-0.861694	-1.92259	-1.94521	-1.49147	0.05003165	0.005806145	0.01776457	0.002655845	0.0001444846	0.0002637189	0.001147006	0.0006910301	0.000701714	0.00154438	7.44388e-06	0.01022087	0.43908	0.0237359	0.159232	0.377952	0.422446	0.146228	0.142958	0.225042
5000	-5714.36	-5727.39	13.022	0.0775386	0.0296301	0.0877861	0.00999129	-2.55698	-3.51897	-2.43285	-4.60604	-1.09213	-1.68371	-1.67341	-1.53897	0.06024733	0.009124765	0.02083014	0.003771025	0.000123058	0.0007801846	0.005193834	0.001754487	0.0001919283	0.00379733	4.502146e-06	0.009506211	0.295199	0.00760373	0.17046	0.526737	0.335501	0.185683	0.187606	0.214601
5050	-5712.48	-5729.31	16.8291	0.0842333	0.052748	0.0684354	0.012347	-2.47416	-2.94223	-2.68187	-4.39435	-0.998339	-1.69159	-1.90886	-1.56177	0.05424462	0.01472138	0.0136724	0.00632686	0.0004476053	7.847283e-05	0.001266016	0.001098506	0.002715505	0.00195828	4.251157e-05	0.008283039	0.083571	0.401049	0.121525	0.393855	0.368491	0.184227	0.14825	0.209765
5100	-5710.98	-5726.4	15.4231	0.14481	0.0659168	0.0351881	0.00962186	-1.93233	-2.71936	-3.34705	-4.64372	-0.757363	-1.69306	-1.78655	-1.51295	0.06778125	0.006021034	0.01742801	0.002163998	7.829671e-05	2.839962e-05	0.000516699	0.000607515	0.0003015734	0.004924111	0.0007984144	0.0111961	0.167511	0.070926	0.434452	0.32711	0.468901	0.183955	0.167538	0.22026
5150	-5713.65	-5726.72	13.068	0.0979652	0.0435042	0.11556	0.0117596	-2.32314	-3.1349	-2.15796	-4.44309	-1.00569	-1.70643	-1.62677	-1.44471	0.05489757	0.008988374	0.01972336	0.003376422	2.782632e-05	0.001189013	0.0006370311	0.0007440083	0.004916485	0.003610873	0.0001945459	0.01575171	0.3772	0.0447269	0.0444798	0.533593	0.365794	0.181513	0.196563	0.235816
5200	-5713.65	-5732.44	18.7916	0.138492	0.0418454	0.105791	0.0372405	-1.97694	-3.17377	-2.24629	-3.29036	-0.981287	-1.82595	-1.59062	-1.40879	0.05810303	0.01038786	0.01535016	0.001273807	0.0005249227	0.001238024	0.002168009	0.001586043	0.000175656	0.001559397	0.0002520356	0.01137577	0.256506	0.114358	0.0942188	0.534917	0.374829	0.161065	0.203799	0.244438
5250	-5713.13	-5726.78	13.6579	0.0954888	0.0466049	0.0638544	0.0545873	-2.34875	-3.06605	-2.75115	-2.90795	-0.961694	-1.97098	-1.69189	-1.35072	0.06300253	0.009366369	0.01973869	0.007738849	0.0001031311	0.0001284093	0.006252117	0.0007862083	0.002019478	0.002333774	2.649898e-05	0.008697564	0.394888	0.271398	0.183739	0.149975	0.382245	0.13932	0.184171	0.259054
5300	-5718.07	-5725	6.93251	0.227657	0.0545524	0.021924	0.0328199	-1.47991	-2.90859	-3.82018	-3.41672	-0.789929	-1.8407	-1.91967	-1.42929	0.0662375	0.0204216	0.02238371	0.006176875	0.0002677571	0.0007491984	0.001185723	0.001730228	0.0004828448	0.003866863	7.536016e-05	0.007453287	0.36136	0.032824	0.160146	0.44567	0.453877	0.158706	0.146656	0.239478
5350	-5718.17	-5734.96	16.7827	0.157134	0.0329044	0.0187954	0.0336419	-1.85065	-3.41415	-3.97414	-3.39198	-0.827787	-1.93831	-1.53417	-1.40273	0.06202574	0.00543469	0.0132064	0.006072289	0.001651569	0.0001251511	0.003004548	5.40849e-06	0.0003239356	0.008460215	0.0006759331	0.005785466	0.136283	0.826565	0.0234086	0.0137437	0.437015	0.143947	0.215636	0.245926
5400	-5715.46	-5732.36	16.9005	0.178778	0.02038	0.0300927	0.0315141	-1.72161	-3.8932	-3.50347	-3.45732	-0.922874	-1.92081	-1.8562	-1.49373	0.0521665	0.005658028	0.02747244	0.004702901	0.001624711	8.608928e-06	0.001106889	1.517451e-05	0.001084481	0.001266076	0.0001669892	0.01586338	0.0286362	0.799614	0.0564979	0.115252	0.397375	0.146489	0.156266	0.224534
5450	-5702.32	-5728.68	26.3571	0.183828	0.0198576	0.0247628	0.0306667	-1.69376	-3.91917	-3.69841	-3.48458	-0.831178	-2.01205	-1.9136	-1.51934	0.05203089	0.006838507	0.01660518	0.003061845	0.0001117113	1.09591e-06	0.001233426	0.0001360458	0.000705161	0.005750205	2.640846e-07	0.009274534	0.27185	0.178198	0.20504	0.344911	0.435536	0.133714	0.147548	0.218857
5500	-5712.8	-5731	18.2067	0.0682767	0.0225091	0.00974944	0.0202882	-2.68419	-3.79383	-4.63055	-3.89772	-1.08942	-1.71391	-2.26941	-1.51084	0.04642821	0.01707645	0.02030896	0.006487996	1.519488e-07	5.204337e-05	0.001644327	0.00050267	0.005247725	0.002767222	3.983353e-07	0.007608069	0.453113	0.116646	0.0929936	0.337248	0.336411	0.180159	0.103373	0.220725
5550	-5716.68	-5732.33	15.657	0.0534645	0.040996	0.00424315	0.0279581	-2.92874	-3.19428	-5.46245	-3.57705	-1.10716	-1.82298	-1.82605	-1.46757	0.05102007	0.00850951	0.01881681	0.002189419	3.205276e-08	0.0001993756	0.007099963	0.000444349	0.001053703	0.009161477	6.2355e-06	0.01153987	0.256557	0.345399	0.212351	0.185693	0.330497	0.161543	0.161048	0.230485
5600	-5711.67	-5726.07	14.3951	0.114816	0.0285079	0.00632083	0.0248217	-2.16442	-3.55757	-5.06391	-3.69604	-0.828352	-1.86549	-1.81794	-1.53119	0.07101391	0.006661477	0.01229463	0.002937953	1.841727e-08	4.920623e-05	0.004648023	0.002418217	0.002363451	0.003760566	1.526845e-05	0.01010347	0.62532	0.125993	0.0769481	0.171739	0.436769	0.15482	0.162359	0.216279
5650	-5712.82	-5734.11	21.296	0.0491099	0.0248446	0.00505516	0.0247675	-3.01369	-3.69511	-5.28735	-3.69822	-1.0774	-1.77071	-1.56308	-1.51992	0.05157376	0.009714772	0.01078405	0.004885011	1.7222e-07	1.401697e-05	0.0006735489	0.0002456103	0.002753305	0.002366178	0.0003528734	0.009394899	0.188896	0.197369	0.223729	0.390005	0.340479	0.170211	0.20949	0.21873
5700	-5715.27	-5730.21	14.9403	0.0781369	0.0220489	0.00521078	0.00668693	-2.54929	-3.81449	-5.25703	-5.0076	-0.886475	-1.97418	-2.07287	-1.4176	0.05094325	0.007092719	0.02033822	0.007319622	9.356316e-09	7.426575e-06	0.0005586593	0.007591871	0.000627556	0.004493149	0.000152965	0.006504132	0.312376	0.05535	0.411516	0.220757	0.412106	0.138875	0.125825	0.242295
5750	-5706.57	-5723.87	17.2981	0.0669507	0.0216732	0.013511	0.0194365	-2.7038	-3.83168	-4.30425	-3.9406	-0.888456	-1.97925	-1.81454	-1.38766	0.06572917	0.008644191	0.0191926	0.007893649	1.238179e-07	4.517465e-05	5.599641e-05	0.0001608645	0.0001328392	0.004748236	0.0003709508	0.007427406	0.194015	0.105264	0.631973	0.0687477	0.41129	0.138173	0.162913	0.249658
5800	-5703.39	-5733.18	29.7856	0.28786	0.0569108	0.0210006	0.0230285	-1.24528	-2.86627	-3.86321	-3.77102	-0.697673	-1.67314	-2.11245	-1.34402	0.0501664	0.008219	0.0138096	0.002815741	1.016519e-08	1.986032e-05	0.0001425668	0.0008417839	8.164172e-05	0.003010915	0.0006063065	0.01074612	0.391736	0.077041	0.252456	0.278767	0.497742	0.187658	0.120941	0.260794
5850	-5703.78	-5734.22	30.4474	0.265818	0.0796658	0.0178883	0.0125064	-1.32494	-2.52991	-4.02361	-4.38151	-0.70517	-1.62289	-1.55392	-1.5357	0.04225521	0.008674302	0.01693396	0.003424293	1.460527e-07	5.528376e-06	0.0001120547	0.0002322017	2.637513e-06	0.00260787	0.00138345	0.01356789	0.438298	0.392595	0.166793	0.00231342	0.494025	0.197327	0.211417	0.215306
5900	-5709.19	-5733.1	23.9081	0.153428	0.0544072	0.0155049	0.00823904	-1.87452	-2.91126	-4.1666	-4.79887	-1.0049	-1.86281	-2.0092	-1.33883	0.05512696	0.009175771	0.009914096	0.00589867	1.218127e-05	1.015135e-06	0.000224719	0.0006961134	1.097311e-06	0.003815512	0.001220215	0.01132425	0.508669	0.220077	0.135977	0.135278	0.36608	0.155235	0.134096	0.262153
5950	-5712.05	-5727	14.9464	0.157905	0.0206819	0.0157919	0.0135879	-1.84576	-3.8785	-4.14826	-4.29858	-0.826296	-2.12312	-2.03275	-1.52971	0.04791293	0.01628662	0.02781027	0.005277713	1.070653e-06	2.886469e-06	0.004982735	0.0005021076	3.17192e-05	0.002608292	0.0001304761	0.01142619	0.486411	0.0263554	0.32771	0.159523	0.437668	0.119658	0.130974	0.216599
6000	-5712.53	-5730.77	18.2436	0.16909	0.0985718	0.0300175	0.0228357	-1.77732	-2.31697	-3.50598	-3.77943	-0.732888	-1.78598	-1.91952	-1.45034	0.05332356	0.00859598	0.01717465	0.007911415	5.328642e-05	0.0001919998	0.0008058503	0.0002037935	2.084036e-05	0.004795108	0.001462398	0.01376575	0.164865	0.50973	0.240166	0.0852401	0.480519	0.167632	0.146677	0.234491
6050	-5728.22	-5732.09	3.86841	0.070907	0.0304743	0.0226524	0.013758	-2.64639	-3.49087	-3.78749	-4.28613	-1.04332	-1.70668	-1.9954	-1.49009	0.06019226	0.01145048	0.01627402	0.002574627	0.001058101	0.001943626	0.00646209	0.001312263	0.01284438	0.001589016	0.001083668	0.006029516	0.263102	0.197623	0.189308	0.349967	0.352284	0.181468	0.135959	0.225353
6100	-5711.9	-5728.39	16.4819	0.0599131	0.0376132	0.0484677	0.0176512	-2.81486	-3.2804	-3.02686	-4.03695	-0.961539	-1.81479	-1.72293	-1.4178	0.05293422	0.008855124	0.01677023	0.00845873	2.67596e-05	0.0004674201	0.0001480704	0.005216444	0.001737174	0.00203191	7.85174e-05	0.0100208	0.0782321	0.574584	0.122893	0.224291	0.382304	0.162872	0.178542	0.242245
6150	-5709.86	-5725.31	15.4498	0.0545658	0.0232939	0.0482382	0.0207425	-2.90835	-3.75956	-3.0316	-3.87557	-1.05678	-1.79449	-1.64603	-1.4866	0.0543833	0.01077044	0.0164221	0.005242011	0.0002457671	0.0003547914	0.001844224	0.000244224	0.002556813	0.002305697	9.934981e-05	0.01105825	0.346594	0.0183562	0.303024	0.332026	0.347574	0.166212	0.192814	0.22614
6200	-5710.14	-5731.67	21.5359	0.148834	0.0173657	0.0199428	0.0342147	-1.90493	-4.05326	-3.91489	-3.3751	-0.875516	-1.99777	-1.84405	-1.41891	0.05151495	0.01115953	0.01649812	0.003245334	7.4143e-07	0.003805979	0.0003414985	0.0001047137	0.00202146	0.001007432	0.0001459606	0.007579152	0.149602	0.572184	0.123333	0.154881	0.416647	0.135638	0.158176	0.241978
6250	-5713	-5736.15	23.1529	0.274453	0.022734	0.0881068	0.0469786	-1.29298	-3.78389	-2.42921	-3.05806	-0.772748	-1.69059	-1.3993	-1.39952	0.04297224	0.01356827	0.01318915	0.007381515	4.839392e-06	8.330118e-05	0.001038555	0.000175749	0.0002043998	0.005398042	0.000942667	0.01303286	0.637038	0.189018	0.121944	0.0519997	0.461742	0.184412	0.246769	0.246716
